TYPE: TOPSTPTW
NODES: 100
TOURS: 2
T_MAX: 7351
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 7351
2 2848 96 74 0.001400 2611 4836
3 3510 1671 61 0.000725 147 1218
4 457 334 81 0.002975 2601 5498
5 3888 666 64 0.003650 388 4481
6 984 965 69 0.002525 1811 5422
7 2721 1482 73 0.001175 583 3024
8 1286 525 21 0.002975 1149 4269
9 2716 1432 18 0.002300 2513 5394
10 738 1325 93 0.001175 2951 3068
11 1251 1832 33 0.001175 2623 4434
12 2728 1698 26 0.001850 92 1138
13 3815 169 34 0.001400 1453 3703
14 3683 1533 96 0.004100 2809 6895
15 1247 1945 52 0.003200 2299 5216
16 123 862 95 0.001625 1519 2327
17 1234 1946 40 0.000500 2786 6477
18 252 1240 62 0.003200 2678 3242
19 611 673 34 0.001400 1985 4950
20 2576 1676 32 0.003200 884 3260
21 928 1700 28 0.002300 3121 6889
22 53 857 20 0.002750 204 3945
23 1807 1711 18 0.004550 88 4575
24 274 1420 84 0.003650 3574 3661
25 2574 946 20 0.000500 613 4732
26 178 24 32 0.000950 2618 7340
27 2678 1825 13 0.001175 1704 2498
28 1795 962 67 0.004325 2777 5560
29 3384 1498 32 0.000950 3109 6621
30 3520 1079 19 0.004775 2453 6272
31 1256 61 67 0.004325 374 3682
32 1424 1728 12 0.003200 1092 1927
33 3913 192 65 0.001625 528 5204
34 3085 1528 33 0.003425 0 914
35 2573 1969 52 0.000950 1447 5572
36 463 1670 73 0.003425 999 4882
37 3875 598 73 0.003425 1476 2217
38 298 1513 21 0.002975 600 4129
39 3479 821 80 0.000500 45 4309
40 2542 236 88 0.004550 585 4374
41 3955 1743 38 0.004550 1505 2047
42 1323 280 83 0.001175 3463 4487
43 3447 1830 67 0.004325 350 4458
44 2936 337 43 0.003425 259 4440
45 1621 1830 41 0.002975 3167 5532
46 3373 1646 79 0.004775 77 3277
47 1393 1368 71 0.000725 1002 2474
48 3874 1318 72 0.003200 1363 2917
49 938 955 13 0.003425 2079 2455
50 3022 474 86 0.004100 1896 2849
51 2482 1183 75 0.001625 1 171
52 3854 923 17 0.004325 3307 6728
53 376 825 41 0.000725 3035 4191
54 2519 135 54 0.003650 1652 2305
55 2945 1622 77 0.002075 591 2666
56 953 268 61 0.000725 2495 2810
57 2628 1479 67 0.002075 354 2830
58 2097 981 28 0.004550 241 4051
59 890 1846 46 0.004100 3196 3280
60 2139 1806 85 0.001625 1234 1736
61 2421 1007 18 0.002300 3145 4132
62 2290 1810 60 0.000500 2762 7049
63 1115 1052 17 0.002075 1100 1291
64 2588 302 20 0.002750 92 2987
65 327 265 62 0.003200 300 573
66 241 341 52 0.000950 3288 6176
67 1917 687 94 0.001400 2973 3693
68 2991 792 13 0.001175 1889 5550
69 2573 599 32 0.003200 2127 2524
70 19 674 73 0.003425 3371 6010
71 3911 1673 14 0.001400 2050 2354
72 872 1559 11 0.002975 2449 5229
73 2863 558 11 0.000725 2438 5287
74 929 1766 95 0.003875 2167 5519
75 839 620 29 0.004775 1532 1953
76 3893 102 45 0.003875 2411 4926
77 2178 1619 27 0.004325 1046 2382
78 3822 899 51 0.000725 2379 2509
79 378 1048 86 0.001850 3050 4261
80 1178 100 28 0.004550 3435 5061
81 2599 901 90 0.000500 2479 4733
82 3416 143 59 0.004775 257 1455
83 2961 1605 76 0.001850 2956 3738
84 611 1384 25 0.003875 1914 4897
85 3113 885 48 0.004550 1351 3471
86 2597 1830 27 0.002075 1861 2806
87 2586 1286 12 0.003200 659 2311
88 161 906 87 0.002075 842 5087
89 1429 134 43 0.001175 320 5169
90 742 1025 67 0.002075 2943 5525
91 1625 1651 46 0.004100 1174 4395
92 1187 706 13 0.003425 1145 1741
93 1787 1009 16 0.004100 1457 6010
94 22 987 29 0.002525 1417 3164
95 3640 43 93 0.001175 630 4333
96 3756 882 58 0.004550 638 816
97 776 392 98 0.002300 445 2706
98 1724 1642 46 0.001850 988 4208
99 198 1810 38 0.002300 433 3438
100 3950 1558 28 0.002300 811 856
