TYPE: TOPSTPTW
NODES: 100
TOURS: 2
T_MAX: 7345
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 7345
2 2650 802 42 0.003200 1873 2250
3 1774 107 91 0.000725 1164 4651
4 1307 964 31 0.002975 1284 1751
5 3806 746 62 0.003200 3298 6742
6 2687 1353 90 0.000500 620 2347
7 43 1957 30 0.000500 3079 3810
8 3092 1668 90 0.000500 2052 6704
9 185 1542 27 0.002075 1709 4056
10 834 629 33 0.001175 1085 4738
11 40 462 62 0.000950 2572 5364
12 1183 1391 64 0.003650 875 5057
13 2048 1628 86 0.004100 1312 5402
14 1097 643 40 0.000500 1720 2854
15 1838 1732 70 0.002750 979 3556
16 234 1118 12 0.003200 2848 5185
17 3314 1881 75 0.003875 1964 4392
18 737 1285 52 0.000950 713 3598
19 779 777 36 0.004100 1475 4780
20 2312 1949 41 0.000725 1916 4280
21 2576 189 75 0.001625 2071 2707
22 3078 1541 39 0.004775 2196 3781
23 2781 478 29 0.004775 2110 6717
24 705 1812 97 0.004325 2266 3829
25 3409 1917 26 0.001850 1561 4880
26 323 1714 67 0.004325 2003 5105
27 1660 1556 76 0.004100 3234 5507
28 3729 1188 67 0.004325 2063 4256
29 693 1383 16 0.004100 1699 5343
30 2361 640 41 0.000725 278 4785
31 2433 1538 21 0.002975 2516 3715
32 554 1825 49 0.004775 3024 4810
33 913 317 70 0.002750 423 1363
34 3586 1909 15 0.003875 1377 5975
35 2636 727 43 0.001175 3220 3220
36 1000 457 27 0.004325 2880 6138
37 482 1337 29 0.004775 876 2981
38 3704 1082 26 0.001850 2739 3720
39 3635 1174 49 0.002525 189 873
40 1362 1526 18 0.002300 2553 6442
41 2049 417 46 0.001850 761 3011
42 2552 1909 61 0.000725 283 4331
43 3939 640 89 0.004775 1547 2543
44 219 898 47 0.004325 2104 3093
45 812 351 93 0.001175 2615 5350
46 901 1552 33 0.003425 11 3171
47 2513 1572 45 0.001625 309 2257
48 242 584 26 0.001850 3067 3903
49 826 1226 82 0.003200 1002 2094
50 3278 799 37 0.004325 15 2560
51 86 1065 81 0.002975 2434 3264
52 14 454 28 0.002300 2788 5450
53 1327 1893 80 0.000500 1550 5342
54 2773 1286 19 0.004775 284 2801
55 2469 1838 87 0.002075 453 2188
56 3835 963 38 0.004550 1772 4447
57 1031 428 29 0.004775 1707 4371
58 3853 1712 85 0.001625 979 3633
59 1868 197 95 0.001625 1819 5824
60 1544 863 77 0.002075 2722 4807
61 457 1607 94 0.001400 898 4909
62 3174 1064 18 0.004550 293 336
63 192 1004 36 0.004100 218 3953
64 2318 1925 23 0.001175 332 2335
65 2232 1374 16 0.001850 2631 4626
66 396 828 64 0.001400 1974 6545
67 2365 1649 64 0.003650 1626 6154
68 2499 658 17 0.004325 3299 5532
69 1410 307 17 0.004325 1599 2564
70 2990 214 64 0.001400 1811 6274
71 3646 1018 84 0.001400 1885 4113
72 3394 1028 22 0.000950 1360 2036
73 1779 90 79 0.002525 3665 3814
74 1058 372 90 0.002750 70 3602
75 2933 1459 82 0.003200 71 3232
76 3099 173 42 0.003200 2531 6140
77 2178 978 16 0.004100 1703 3047
78 138 1610 48 0.002300 3534 7003
79 2082 1753 65 0.003875 8 4687
80 2302 1127 19 0.002525 2928 5316
81 805 272 97 0.004325 2539 6701
82 22 1617 29 0.004775 3137 7127
83 3213 1085 78 0.004550 2863 3081
84 99 536 15 0.003875 105 3488
85 1533 1780 83 0.003425 2572 5085
86 3564 676 20 0.000500 397 4642
87 29 6 45 0.003875 1790 6230
88 3808 1375 63 0.001175 2393 5986
89 2221 291 92 0.003200 3056 3641
90 3499 1885 84 0.001400 3072 5778
91 3124 408 32 0.003200 802 2663
92 781 671 22 0.003200 77 313
93 1027 1041 98 0.002300 2777 6498
94 3249 378 37 0.002075 652 3595
95 3297 491 18 0.002300 2034 3521
96 213 220 83 0.003425 1331 3721
97 721 186 17 0.002075 3346 6887
98 3736 1542 68 0.004550 1423 2871
99 868 731 79 0.004775 1093 3006
100 960 303 13 0.001175 2764 3256
