TYPE: TOPSTPTW
NODES: 75
TOURS: 3
T_MAX: 4850
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 4850
2 556 1056 92 0.003200 327 3070
3 3675 1522 77 0.004325 1956 4347
4 1182 1853 75 0.003875 1246 3428
5 3595 111 26 0.001850 2039 4535
6 962 1895 77 0.004325 2213 3652
7 2030 1186 76 0.004100 1583 1777
8 3507 1851 58 0.004550 1272 3334
9 2642 1269 51 0.002975 508 3711
10 3438 901 29 0.004775 779 2158
11 3858 1472 30 0.002750 1584 3622
12 2937 1568 15 0.001625 190 308
13 376 1018 54 0.003650 370 2184
14 839 1355 44 0.003650 1676 2015
15 706 1925 31 0.002975 148 162
16 749 920 59 0.002525 1590 1617
17 298 615 23 0.003425 201 1011
18 694 552 86 0.001850 2409 2537
19 387 190 47 0.004325 801 1231
20 2801 695 86 0.004100 2018 2478
21 3133 1143 56 0.004100 1459 4491
22 1517 266 83 0.001175 2286 2995
23 1538 224 62 0.000950 2195 4573
24 844 520 24 0.001400 2332 2509
25 2639 1239 18 0.004550 37 269
26 3123 217 20 0.000500 19 2804
27 2489 1520 59 0.002525 396 831
28 3834 1827 91 0.000725 2004 3149
29 3417 1808 15 0.001625 1574 4327
30 2938 543 71 0.000725 1339 4162
31 71 1323 54 0.003650 739 978
32 3245 1828 43 0.003425 2376 4292
33 731 1741 52 0.003200 244 1997
34 2312 1270 82 0.000950 356 1113
35 2426 1851 57 0.004325 1115 4238
36 380 478 58 0.004550 1516 3664
37 2310 635 75 0.001625 1467 4247
38 2830 775 15 0.001625 1784 3200
39 3829 513 32 0.000950 1941 4256
40 3684 445 89 0.002525 2114 4170
41 171 514 65 0.001625 1972 4467
42 627 1261 98 0.002300 853 2931
43 1490 1123 13 0.003425 157 2899
44 61 81 62 0.000950 465 1329
45 422 542 74 0.001400 627 1222
46 2698 1221 59 0.004775 1227 1462
47 2372 127 79 0.004775 298 1694
48 177 1390 47 0.002075 1996 2681
49 3084 748 62 0.003200 2304 2679
50 1213 910 63 0.001175 236 1663
51 3 1817 30 0.000500 2060 3394
52 1782 995 87 0.004325 670 3736
53 3896 742 58 0.004550 699 3632
54 1829 812 41 0.000725 1535 2135
55 1286 550 46 0.004100 1078 1475
56 3017 108 75 0.001625 2169 3602
57 2132 1432 64 0.001400 2391 2919
58 2000 1110 60 0.002750 1466 2318
59 3317 1966 73 0.001175 2204 3823
60 1729 1498 87 0.002075 154 2858
61 2408 1747 25 0.003875 1344 4509
62 3292 152 34 0.001400 2350 4715
63 193 1210 63 0.001175 1511 2397
64 782 1462 94 0.001400 281 649
65 2503 352 75 0.003875 82 554
66 1697 1924 31 0.000725 0 2424
67 3821 147 18 0.002300 1306 2544
68 3370 791 31 0.000725 852 2143
69 3162 367 29 0.002525 1915 4694
70 3938 516 54 0.003650 1309 3391
71 2741 1583 14 0.001400 2388 2523
72 2330 741 21 0.002975 1436 2860
73 3918 1088 66 0.001850 1700 4703
74 1794 1589 63 0.001175 403 1610
75 2929 485 94 0.003650 1365 2082
