TYPE: TOPSTPTW
NODES: 75
TOURS: 3
T_MAX: 4900
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 4900
2 2848 96 74 0.001400 802 1115
3 3510 1671 61 0.000725 1731 3240
4 457 334 81 0.002975 2096 3317
5 3888 666 64 0.003650 539 1242
6 984 965 69 0.002525 1813 1875
7 2721 1482 73 0.001175 233 705
8 1286 525 21 0.002975 247 2984
9 2716 1432 18 0.002300 2383 2518
10 738 1325 93 0.001175 729 2978
11 1251 1832 33 0.001175 859 1815
12 2728 1698 26 0.001850 1715 2110
13 3815 169 34 0.001400 2445 2927
14 3683 1533 96 0.004100 1326 3919
15 1247 1945 52 0.003200 1798 2971
16 123 862 95 0.001625 465 1610
17 1234 1946 40 0.000500 1176 4180
18 252 1240 62 0.003200 1759 1935
19 611 673 34 0.001400 476 2300
20 2576 1676 32 0.003200 1268 2442
21 928 1700 28 0.002300 134 1215
22 53 857 20 0.002750 261 1612
23 1807 1711 18 0.004550 1395 1982
24 274 1420 84 0.003650 1707 3059
25 2574 946 20 0.000500 712 3279
26 178 24 32 0.000950 844 3844
27 2678 1825 13 0.001175 1246 1708
28 1795 962 67 0.004325 729 3986
29 3384 1498 32 0.000950 1924 2430
30 3520 1079 19 0.004775 1139 3031
31 1256 61 67 0.004325 1739 4759
32 1424 1728 12 0.003200 976 2450
33 3913 192 65 0.001625 1919 4264
34 3085 1528 33 0.003425 56 1010
35 2573 1969 52 0.000950 1240 3461
36 463 1670 73 0.003425 2341 2614
37 3875 598 73 0.003425 1292 1412
38 298 1513 21 0.002975 1059 2187
39 3479 821 80 0.000500 116 1665
40 2542 236 88 0.004550 714 3548
41 3955 1743 38 0.004550 1297 4130
42 1323 280 83 0.001175 2103 2593
43 3447 1830 67 0.004325 757 3232
44 2936 337 43 0.003425 1315 1670
45 1621 1830 41 0.002975 552 3775
46 3373 1646 79 0.004775 1352 4086
47 1393 1368 71 0.000725 1823 2011
48 3874 1318 72 0.003200 71 2632
49 938 955 13 0.003425 2029 3753
50 3022 474 86 0.004100 2336 4808
51 2482 1183 75 0.001625 1035 3075
52 3854 923 17 0.004325 2345 2552
53 376 825 41 0.000725 1949 2774
54 2519 135 54 0.003650 1185 1349
55 2945 1622 77 0.002075 403 2531
56 953 268 61 0.000725 1119 1982
57 2628 1479 67 0.002075 166 1402
58 2097 981 28 0.004550 291 2392
59 890 1846 46 0.004100 404 1745
60 2139 1806 85 0.001625 1654 2933
61 2421 1007 18 0.002300 2394 3249
62 2290 1810 60 0.000500 1900 4765
63 1115 1052 17 0.002075 336 2644
64 2588 302 20 0.002750 1631 4595
65 327 265 62 0.003200 682 3142
66 241 341 52 0.000950 1875 2642
67 1917 687 94 0.001400 1881 2374
68 2991 792 13 0.001175 1602 4374
69 2573 599 32 0.003200 340 3116
70 19 674 73 0.003425 134 847
71 3911 1673 14 0.001400 788 2577
72 872 1559 11 0.002975 11 2016
73 2863 558 11 0.000725 1375 2972
74 929 1766 95 0.003875 1278 3667
75 839 620 29 0.004775 2140 2377
