TYPE: TOPSTPTW
NODES: 100
TOURS: 4
T_MAX: 3675
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 3675
2 2848 96 74 0.001400 289 992
3 3510 1671 61 0.000725 766 1464
4 457 334 81 0.002975 1044 1424
5 3888 666 64 0.003650 731 2992
6 984 965 69 0.002525 315 1614
7 2721 1482 73 0.001175 731 2164
8 1286 525 21 0.002975 1586 1920
9 2716 1432 18 0.002300 80 2520
10 738 1325 93 0.001175 58 1967
11 1251 1832 33 0.001175 1799 1991
12 2728 1698 26 0.001850 297 1862
13 3815 169 34 0.001400 1456 1566
14 3683 1533 96 0.004100 1525 3215
15 1247 1945 52 0.003200 785 1811
16 123 862 95 0.001625 1753 3387
17 1234 1946 40 0.000500 1073 2221
18 252 1240 62 0.003200 1190 2368
19 611 673 34 0.001400 1809 3318
20 2576 1676 32 0.003200 927 1068
21 928 1700 28 0.002300 1195 2834
22 53 857 20 0.002750 331 2288
23 1807 1711 18 0.004550 1115 1927
24 274 1420 84 0.003650 1252 2864
25 2574 946 20 0.000500 1484 1491
26 178 24 32 0.000950 1195 2852
27 2678 1825 13 0.001175 764 2315
28 1795 962 67 0.004325 1138 3558
29 3384 1498 32 0.000950 1753 3453
30 3520 1079 19 0.004775 302 1070
31 1256 61 67 0.004325 820 3166
32 1424 1728 12 0.003200 1520 2459
33 3913 192 65 0.001625 207 937
34 3085 1528 33 0.003425 1488 1656
35 2573 1969 52 0.000950 92 508
36 463 1670 73 0.003425 1704 2340
37 3875 598 73 0.003425 1184 2238
38 298 1513 21 0.002975 1673 1826
39 3479 821 80 0.000500 706 1435
40 2542 236 88 0.004550 120 2461
41 3955 1743 38 0.004550 541 1026
42 1323 280 83 0.001175 1551 3200
43 3447 1830 67 0.004325 568 576
44 2936 337 43 0.003425 931 1233
45 1621 1830 41 0.002975 139 851
46 3373 1646 79 0.004775 286 2616
47 1393 1368 71 0.000725 728 2089
48 3874 1318 72 0.003200 1561 3308
49 938 955 13 0.003425 8 1004
50 3022 474 86 0.004100 295 652
51 2482 1183 75 0.001625 294 2425
52 3854 923 17 0.004325 1675 3194
53 376 825 41 0.000725 1476 3502
54 2519 135 54 0.003650 678 1140
55 2945 1622 77 0.002075 859 1137
56 953 268 61 0.000725 599 1186
57 2628 1479 67 0.002075 206 656
58 2097 981 28 0.004550 949 1746
59 890 1846 46 0.004100 1418 2509
60 2139 1806 85 0.001625 262 2432
61 2421 1007 18 0.002300 318 1508
62 2290 1810 60 0.000500 1171 1457
63 1115 1052 17 0.002075 1323 2220
64 2588 302 20 0.002750 142 212
65 327 265 62 0.003200 283 1666
66 241 341 52 0.000950 984 1917
67 1917 687 94 0.001400 1219 1229
68 2991 792 13 0.001175 782 2373
69 2573 599 32 0.003200 993 2793
70 19 674 73 0.003425 651 1098
71 3911 1673 14 0.001400 60 848
72 872 1559 11 0.002975 975 2562
73 2863 558 11 0.000725 777 2008
74 929 1766 95 0.003875 3 1763
75 839 620 29 0.004775 166 2479
76 3893 102 45 0.003875 898 1382
77 2178 1619 27 0.004325 89 2410
78 3822 899 51 0.000725 1282 1745
79 378 1048 86 0.001850 608 734
80 1178 100 28 0.004550 1413 3553
81 2599 901 90 0.000500 1459 2687
82 3416 143 59 0.004775 268 2656
83 2961 1605 76 0.001850 391 2791
84 611 1384 25 0.003875 399 2069
85 3113 885 48 0.004550 879 3022
86 2597 1830 27 0.002075 814 1473
87 2586 1286 12 0.003200 1431 2561
88 161 906 87 0.002075 1356 2980
89 1429 134 43 0.001175 1230 1442
90 742 1025 67 0.002075 377 682
91 1625 1651 46 0.004100 1520 1600
92 1187 706 13 0.003425 350 828
93 1787 1009 16 0.004100 1444 1648
94 22 987 29 0.002525 1760 2216
95 3640 43 93 0.001175 1015 2801
96 3756 882 58 0.004550 1445 2012
97 776 392 98 0.002300 1344 2794
98 1724 1642 46 0.001850 1471 3430
99 198 1810 38 0.002300 602 2178
100 3950 1558 28 0.002300 1482 2210
