TYPE: TOPSTPTW
NODES: 50
TOURS: 4
T_MAX: 3654
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 3654
2 2848 96 74 0.001400 1155 3295
3 3510 1671 61 0.000725 841 3092
4 457 334 81 0.002975 773 2108
5 3888 666 64 0.003650 1371 3346
6 984 965 69 0.002525 299 969
7 2721 1482 73 0.001175 513 2442
8 1286 525 21 0.002975 1271 3314
9 2716 1432 18 0.002300 184 1267
10 738 1325 93 0.001175 164 243
11 1251 1832 33 0.001175 878 980
12 2728 1698 26 0.001850 1203 1335
13 3815 169 34 0.001400 490 2184
14 3683 1533 96 0.004100 837 1181
15 1247 1945 52 0.003200 1001 1268
16 123 862 95 0.001625 999 2336
17 1234 1946 40 0.000500 1613 2251
18 252 1240 62 0.003200 597 968
19 611 673 34 0.001400 1045 2263
20 2576 1676 32 0.003200 435 504
21 928 1700 28 0.002300 983 3347
22 53 857 20 0.002750 1106 2350
23 1807 1711 18 0.004550 312 2281
24 274 1420 84 0.003650 259 1796
25 2574 946 20 0.000500 13 911
26 178 24 32 0.000950 164 2032
27 2678 1825 13 0.001175 1097 3074
28 1795 962 67 0.004325 1276 1623
29 3384 1498 32 0.000950 1742 3355
30 3520 1079 19 0.004775 701 2841
31 1256 61 67 0.004325 1090 3234
32 1424 1728 12 0.003200 80 1546
33 3913 192 65 0.001625 1248 1556
34 3085 1528 33 0.003425 684 750
35 2573 1969 52 0.000950 1091 3073
36 463 1670 73 0.003425 1021 2939
37 3875 598 73 0.003425 623 2896
38 298 1513 21 0.002975 77 839
39 3479 821 80 0.000500 1651 2791
40 2542 236 88 0.004550 1456 3335
41 3955 1743 38 0.004550 526 2776
42 1323 280 83 0.001175 810 1183
43 3447 1830 67 0.004325 478 2913
44 2936 337 43 0.003425 786 2274
45 1621 1830 41 0.002975 1437 1887
46 3373 1646 79 0.004775 1292 2199
47 1393 1368 71 0.000725 1174 3026
48 3874 1318 72 0.003200 440 1474
49 938 955 13 0.003425 882 2083
50 3022 474 86 0.004100 1506 3526
