TYPE: TOPSTPTW
NODES: 100
TOURS: 4
T_MAX: 3695
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 3695
2 556 1056 92 0.003200 156 1985
3 3675 1522 77 0.004325 1846 3535
4 1182 1853 75 0.003875 24 1678
5 3595 111 26 0.001850 1309 1868
6 962 1895 77 0.004325 1392 3034
7 2030 1186 76 0.004100 462 1027
8 3507 1851 58 0.004550 1238 2476
9 2642 1269 51 0.002975 1556 2053
10 3438 901 29 0.004775 49 233
11 3858 1472 30 0.002750 440 669
12 2937 1568 15 0.001625 88 405
13 376 1018 54 0.003650 95 1218
14 839 1355 44 0.003650 1065 1700
15 706 1925 31 0.002975 325 1971
16 749 920 59 0.002525 1092 2089
17 298 615 23 0.003425 1439 2453
18 694 552 86 0.001850 886 2982
19 387 190 47 0.004325 413 2438
20 2801 695 86 0.004100 1066 2836
21 3133 1143 56 0.004100 1658 2583
22 1517 266 83 0.001175 791 1600
23 1538 224 62 0.000950 1341 2609
24 844 520 24 0.001400 577 893
25 2639 1239 18 0.004550 234 389
26 3123 217 20 0.000500 1740 2527
27 2489 1520 59 0.002525 1413 2306
28 3834 1827 91 0.000725 296 2543
29 3417 1808 15 0.001625 713 1819
30 2938 543 71 0.000725 1303 2301
31 71 1323 54 0.003650 807 1006
32 3245 1828 43 0.003425 1192 1874
33 731 1741 52 0.003200 552 2242
34 2312 1270 82 0.000950 1332 1369
35 2426 1851 57 0.004325 1386 2107
36 380 478 58 0.004550 473 2870
37 2310 635 75 0.001625 1185 2528
38 2830 775 15 0.001625 1415 3036
39 3829 513 32 0.000950 1227 1895
40 3684 445 89 0.002525 90 2287
41 171 514 65 0.001625 1334 3239
42 627 1261 98 0.002300 1131 2756
43 1490 1123 13 0.003425 1382 2994
44 61 81 62 0.000950 659 2447
45 422 542 74 0.001400 92 1618
46 2698 1221 59 0.004775 1582 3263
47 2372 127 79 0.004775 999 2958
48 177 1390 47 0.002075 1342 2843
49 3084 748 62 0.003200 1513 2581
50 1213 910 63 0.001175 1037 1543
51 3 1817 30 0.000500 981 1844
52 1782 995 87 0.004325 1401 2284
53 3896 742 58 0.004550 1806 3136
54 1829 812 41 0.000725 900 2108
55 1286 550 46 0.004100 1055 2327
56 3017 108 75 0.001625 1276 3027
57 2132 1432 64 0.001400 1109 2673
58 2000 1110 60 0.002750 1271 3008
59 3317 1966 73 0.001175 914 3287
60 1729 1498 87 0.002075 733 1572
61 2408 1747 25 0.003875 1777 1833
62 3292 152 34 0.001400 476 736
63 193 1210 63 0.001175 1237 2892
64 782 1462 94 0.001400 197 1942
65 2503 352 75 0.003875 1649 2262
66 1697 1924 31 0.000725 1052 1668
67 3821 147 18 0.002300 202 222
68 3370 791 31 0.000725 1054 3344
69 3162 367 29 0.002525 629 1130
70 3938 516 54 0.003650 815 2974
71 2741 1583 14 0.001400 1509 2647
72 2330 741 21 0.002975 1539 2244
73 3918 1088 66 0.001850 366 626
74 1794 1589 63 0.001175 1504 3103
75 2929 485 94 0.003650 943 1462
76 3453 1998 61 0.002975 1320 1854
77 896 705 81 0.000725 973 1975
78 399 850 89 0.002525 1476 3198
79 2614 195 29 0.002525 475 1243
80 2800 653 43 0.003425 586 2594
81 2630 20 50 0.002750 1573 1611
82 563 1513 16 0.004100 529 2647
83 1090 1652 52 0.000950 1003 3162
84 2009 1163 32 0.003200 157 1018
85 3876 1165 11 0.000725 423 1517
86 3084 774 88 0.004550 634 634
87 1526 1612 88 0.004550 304 759
88 1612 328 60 0.000500 1027 2654
89 1423 1322 55 0.001625 1226 2746
90 3058 1276 24 0.003650 1341 1944
91 3782 1865 77 0.002075 892 2367
92 347 252 69 0.004775 957 3198
93 3904 1444 48 0.002300 921 2944
94 2191 1579 90 0.002750 207 1938
95 3220 1454 94 0.003650 554 1678
96 468 319 77 0.002075 213 1478
97 3611 1968 99 0.004775 1081 1631
98 3114 1629 73 0.001175 1529 2462
99 3515 1892 17 0.002075 614 2222
100 3060 155 75 0.003875 572 2947
