TYPE: TOPSTPTW
NODES: 75
TOURS: 4
T_MAX: 3675
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 3675
2 2848 96 74 0.001400 848 1238
3 3510 1671 61 0.000725 815 1684
4 457 334 81 0.002975 489 1704
5 3888 666 64 0.003650 1304 1324
6 984 965 69 0.002525 933 1978
7 2721 1482 73 0.001175 884 1265
8 1286 525 21 0.002975 730 2439
9 2716 1432 18 0.002300 1834 2760
10 738 1325 93 0.001175 1075 3063
11 1251 1832 33 0.001175 1772 1916
12 2728 1698 26 0.001850 477 879
13 3815 169 34 0.001400 882 3017
14 3683 1533 96 0.004100 810 2984
15 1247 1945 52 0.003200 1407 1916
16 123 862 95 0.001625 965 3158
17 1234 1946 40 0.000500 755 760
18 252 1240 62 0.003200 925 2231
19 611 673 34 0.001400 537 1367
20 2576 1676 32 0.003200 631 2706
21 928 1700 28 0.002300 1049 3089
22 53 857 20 0.002750 1461 1859
23 1807 1711 18 0.004550 837 2089
24 274 1420 84 0.003650 179 1075
25 2574 946 20 0.000500 1472 3275
26 178 24 32 0.000950 1222 1594
27 2678 1825 13 0.001175 1347 1767
28 1795 962 67 0.004325 251 1386
29 3384 1498 32 0.000950 292 1966
30 3520 1079 19 0.004775 350 506
31 1256 61 67 0.004325 1625 3056
32 1424 1728 12 0.003200 904 3093
33 3913 192 65 0.001625 608 2588
34 3085 1528 33 0.003425 444 2637
35 2573 1969 52 0.000950 1200 2791
36 463 1670 73 0.003425 1302 2273
37 3875 598 73 0.003425 534 680
38 298 1513 21 0.002975 1047 1156
39 3479 821 80 0.000500 1493 1867
40 2542 236 88 0.004550 314 1413
41 3955 1743 38 0.004550 27 1414
42 1323 280 83 0.001175 463 502
43 3447 1830 67 0.004325 237 1890
44 2936 337 43 0.003425 1750 3465
45 1621 1830 41 0.002975 1309 3588
46 3373 1646 79 0.004775 13 2209
47 1393 1368 71 0.000725 1285 2601
48 3874 1318 72 0.003200 209 377
49 938 955 13 0.003425 937 1322
50 3022 474 86 0.004100 713 2345
51 2482 1183 75 0.001625 84 2350
52 3854 923 17 0.004325 1506 1535
53 376 825 41 0.000725 384 1520
54 2519 135 54 0.003650 752 2360
55 2945 1622 77 0.002075 1511 2802
56 953 268 61 0.000725 1036 2698
57 2628 1479 67 0.002075 150 1743
58 2097 981 28 0.004550 1579 2203
59 890 1846 46 0.004100 1083 1701
60 2139 1806 85 0.001625 1310 2014
61 2421 1007 18 0.002300 245 2152
62 2290 1810 60 0.000500 747 874
63 1115 1052 17 0.002075 766 985
64 2588 302 20 0.002750 827 2304
65 327 265 62 0.003200 39 235
66 241 341 52 0.000950 1820 2350
67 1917 687 94 0.001400 1615 3657
68 2991 792 13 0.001175 117 756
69 2573 599 32 0.003200 279 386
70 19 674 73 0.003425 381 2449
71 3911 1673 14 0.001400 313 1635
72 872 1559 11 0.002975 660 2780
73 2863 558 11 0.000725 697 1140
74 929 1766 95 0.003875 1289 2638
75 839 620 29 0.004775 741 1151
