TYPE: TOPSTPTW
NODES: 25
TOURS: 3
T_MAX: 4737
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 4737
2 2848 96 74 0.001400 1810 1924
3 3510 1671 61 0.000725 1205 2016
4 457 334 81 0.002975 725 2553
5 3888 666 64 0.003650 1998 3011
6 984 965 69 0.002525 768 1561
7 2721 1482 73 0.001175 1418 2287
8 1286 525 21 0.002975 162 561
9 2716 1432 18 0.002300 757 3542
10 738 1325 93 0.001175 710 3364
11 1251 1832 33 0.001175 2107 3368
12 2728 1698 26 0.001850 669 1418
13 3815 169 34 0.001400 2271 4526
14 3683 1533 96 0.004100 2121 2619
15 1247 1945 52 0.003200 1428 3795
16 123 862 95 0.001625 2120 4137
17 1234 1946 40 0.000500 1147 4207
18 252 1240 62 0.003200 1339 2771
19 611 673 34 0.001400 698 727
20 2576 1676 32 0.003200 1554 4134
21 928 1700 28 0.002300 1461 2635
22 53 857 20 0.002750 1814 2881
23 1807 1711 18 0.004550 1196 3781
24 274 1420 84 0.003650 1171 3895
25 2574 946 20 0.000500 1905 3070
