TYPE: TOPSTPTW
NODES: 50
TOURS: 2
T_MAX: 7051
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 7051
2 556 1056 92 0.003200 1562 2106
3 3675 1522 77 0.004325 314 488
4 1182 1853 75 0.003875 2448 5940
5 3595 111 26 0.001850 2758 4664
6 962 1895 77 0.004325 373 4403
7 2030 1186 76 0.004100 2453 3239
8 3507 1851 58 0.004550 2260 6713
9 2642 1269 51 0.002975 1474 4990
10 3438 901 29 0.004775 265 2956
11 3858 1472 30 0.002750 366 793
12 2937 1568 15 0.001625 2800 3814
13 376 1018 54 0.003650 2386 4032
14 839 1355 44 0.003650 1288 4361
15 706 1925 31 0.002975 3064 3749
16 749 920 59 0.002525 3307 6795
17 298 615 23 0.003425 1969 3563
18 694 552 86 0.001850 2786 5762
19 387 190 47 0.004325 1019 2760
20 2801 695 86 0.004100 2853 6558
21 3133 1143 56 0.004100 2232 5253
22 1517 266 83 0.001175 605 2850
23 1538 224 62 0.000950 1687 3741
24 844 520 24 0.001400 1018 5132
25 2639 1239 18 0.004550 1212 1607
26 3123 217 20 0.000500 2479 6546
27 2489 1520 59 0.002525 1929 3734
28 3834 1827 91 0.000725 1726 4519
29 3417 1808 15 0.001625 3144 5857
30 2938 543 71 0.000725 1776 2519
31 71 1323 54 0.003650 2116 4769
32 3245 1828 43 0.003425 783 2701
33 731 1741 52 0.003200 3181 5113
34 2312 1270 82 0.000950 1393 2247
35 2426 1851 57 0.004325 2886 5645
36 380 478 58 0.004550 2578 6398
37 2310 635 75 0.001625 723 2085
38 2830 775 15 0.001625 3011 4382
39 3829 513 32 0.000950 2842 5196
40 3684 445 89 0.002525 2855 6117
41 171 514 65 0.001625 1051 3498
42 627 1261 98 0.002300 3006 3707
43 1490 1123 13 0.003425 2817 6303
44 61 81 62 0.000950 1644 4575
45 422 542 74 0.001400 2475 4517
46 2698 1221 59 0.004775 703 4362
47 2372 127 79 0.004775 454 4127
48 177 1390 47 0.002075 1195 4437
49 3084 748 62 0.003200 1209 3657
50 1213 910 63 0.001175 2885 2944
