TYPE: TOPSTPTW
NODES: 50
TOURS: 4
T_MAX: 3525
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 3525
2 556 1056 92 0.003200 338 958
3 3675 1522 77 0.004325 1515 2476
4 1182 1853 75 0.003875 1351 2220
5 3595 111 26 0.001850 1445 2210
6 962 1895 77 0.004325 479 611
7 2030 1186 76 0.004100 288 405
8 3507 1851 58 0.004550 1049 1383
9 2642 1269 51 0.002975 1713 2148
10 3438 901 29 0.004775 14 1437
11 3858 1472 30 0.002750 1687 3227
12 2937 1568 15 0.001625 312 1912
13 376 1018 54 0.003650 683 2085
14 839 1355 44 0.003650 343 485
15 706 1925 31 0.002975 523 2294
16 749 920 59 0.002525 1239 1652
17 298 615 23 0.003425 587 2788
18 694 552 86 0.001850 941 1266
19 387 190 47 0.004325 1016 1712
20 2801 695 86 0.004100 1 790
21 3133 1143 56 0.004100 1310 1849
22 1517 266 83 0.001175 1501 2201
23 1538 224 62 0.000950 1053 3082
24 844 520 24 0.001400 551 1922
25 2639 1239 18 0.004550 209 2115
26 3123 217 20 0.000500 1740 2369
27 2489 1520 59 0.002525 1650 2973
28 3834 1827 91 0.000725 1306 1819
29 3417 1808 15 0.001625 920 3237
30 2938 543 71 0.000725 854 1780
31 71 1323 54 0.003650 673 2881
32 3245 1828 43 0.003425 164 1476
33 731 1741 52 0.003200 1054 2066
34 2312 1270 82 0.000950 405 439
35 2426 1851 57 0.004325 1360 3278
36 380 478 58 0.004550 142 384
37 2310 635 75 0.001625 1555 2890
38 2830 775 15 0.001625 1133 1957
39 3829 513 32 0.000950 104 695
40 3684 445 89 0.002525 112 1975
41 171 514 65 0.001625 568 2360
42 627 1261 98 0.002300 1576 2570
43 1490 1123 13 0.003425 332 2349
44 61 81 62 0.000950 1501 1637
45 422 542 74 0.001400 1284 2742
46 2698 1221 59 0.004775 855 1476
47 2372 127 79 0.004775 743 2511
48 177 1390 47 0.002075 1427 3267
49 3084 748 62 0.003200 767 2918
50 1213 910 63 0.001175 527 2313
