TYPE: TOPSTPTW
NODES: 75
TOURS: 2
T_MAX: 7275
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 7275
2 556 1056 92 0.003200 3331 4259
3 3675 1522 77 0.004325 1755 2685
4 1182 1853 75 0.003875 1071 5585
5 3595 111 26 0.001850 372 3030
6 962 1895 77 0.004325 1072 5617
7 2030 1186 76 0.004100 433 2790
8 3507 1851 58 0.004550 767 5343
9 2642 1269 51 0.002975 2428 5807
10 3438 901 29 0.004775 2913 7065
11 3858 1472 30 0.002750 626 3657
12 2937 1568 15 0.001625 2845 7259
13 376 1018 54 0.003650 1836 5797
14 839 1355 44 0.003650 2476 5130
15 706 1925 31 0.002975 2669 3183
16 749 920 59 0.002525 1575 5628
17 298 615 23 0.003425 1755 5057
18 694 552 86 0.001850 546 2531
19 387 190 47 0.004325 2047 2494
20 2801 695 86 0.004100 1955 6479
21 3133 1143 56 0.004100 3324 3532
22 1517 266 83 0.001175 2077 6840
23 1538 224 62 0.000950 2790 5953
24 844 520 24 0.001400 1405 1478
25 2639 1239 18 0.004550 1366 2159
26 3123 217 20 0.000500 3318 6504
27 2489 1520 59 0.002525 350 2738
28 3834 1827 91 0.000725 2778 6593
29 3417 1808 15 0.001625 1376 6168
30 2938 543 71 0.000725 3492 6118
31 71 1323 54 0.003650 2731 3847
32 3245 1828 43 0.003425 1667 3955
33 731 1741 52 0.003200 884 1859
34 2312 1270 82 0.000950 2979 4185
35 2426 1851 57 0.004325 1730 3776
36 380 478 58 0.004550 670 1580
37 2310 635 75 0.001625 2555 5302
38 2830 775 15 0.001625 2035 3112
39 3829 513 32 0.000950 180 4430
40 3684 445 89 0.002525 271 4840
41 171 514 65 0.001625 2565 3736
42 627 1261 98 0.002300 3135 5982
43 1490 1123 13 0.003425 2118 6633
44 61 81 62 0.000950 3446 6806
45 422 542 74 0.001400 3265 6467
46 2698 1221 59 0.004775 1423 3557
47 2372 127 79 0.004775 609 4860
48 177 1390 47 0.002075 1740 2602
49 3084 748 62 0.003200 646 2759
50 1213 910 63 0.001175 2562 5694
51 3 1817 30 0.000500 2670 3951
52 1782 995 87 0.004325 792 1003
53 3896 742 58 0.004550 2536 6324
54 1829 812 41 0.000725 864 4240
55 1286 550 46 0.004100 457 4367
56 3017 108 75 0.001625 3028 6935
57 2132 1432 64 0.001400 2111 6800
58 2000 1110 60 0.002750 219 1189
59 3317 1966 73 0.001175 427 492
60 1729 1498 87 0.002075 1607 2882
61 2408 1747 25 0.003875 3562 6211
62 3292 152 34 0.001400 2954 3380
63 193 1210 63 0.001175 3632 4373
64 782 1462 94 0.001400 371 5008
65 2503 352 75 0.003875 469 677
66 1697 1924 31 0.000725 671 1699
67 3821 147 18 0.002300 2790 3401
68 3370 791 31 0.000725 483 1423
69 3162 367 29 0.002525 2215 3778
70 3938 516 54 0.003650 654 3113
71 2741 1583 14 0.001400 1410 5275
72 2330 741 21 0.002975 1713 1775
73 3918 1088 66 0.001850 548 2141
74 1794 1589 63 0.001175 1350 3289
75 2929 485 94 0.003650 1314 2979
