TYPE: TOPSTPTW
NODES: 75
TOURS: 3
T_MAX: 4826
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 4826
2 2650 802 42 0.003200 455 1893
3 1774 107 91 0.000725 894 1011
4 1307 964 31 0.002975 1888 2727
5 3806 746 62 0.003200 1596 3661
6 2687 1353 90 0.000500 296 468
7 43 1957 30 0.000500 1996 4702
8 3092 1668 90 0.000500 1738 3663
9 185 1542 27 0.002075 2242 3872
10 834 629 33 0.001175 581 921
11 40 462 62 0.000950 2046 3012
12 1183 1391 64 0.003650 215 1107
13 2048 1628 86 0.004100 336 1820
14 1097 643 40 0.000500 1893 3783
15 1838 1732 70 0.002750 1195 3426
16 234 1118 12 0.003200 1101 2329
17 3314 1881 75 0.003875 1469 2049
18 737 1285 52 0.000950 867 3613
19 779 777 36 0.004100 2 960
20 2312 1949 41 0.000725 1180 2972
21 2576 189 75 0.001625 2315 2735
22 3078 1541 39 0.004775 607 1230
23 2781 478 29 0.004775 2373 3430
24 705 1812 97 0.004325 2225 3101
25 3409 1917 26 0.001850 1600 3694
26 323 1714 67 0.004325 1752 2682
27 1660 1556 76 0.004100 2105 4234
28 3729 1188 67 0.004325 1603 1956
29 693 1383 16 0.004100 1474 1628
30 2361 640 41 0.000725 637 1023
31 2433 1538 21 0.002975 662 2631
32 554 1825 49 0.004775 1292 2455
33 913 317 70 0.002750 1697 3728
34 3586 1909 15 0.003875 1892 2736
35 2636 727 43 0.001175 679 710
36 1000 457 27 0.004325 1649 4025
37 482 1337 29 0.004775 700 1247
38 3704 1082 26 0.001850 1209 2318
39 3635 1174 49 0.002525 1135 3781
40 1362 1526 18 0.002300 1134 3120
41 2049 417 46 0.001850 663 2646
42 2552 1909 61 0.000725 2094 4195
43 3939 640 89 0.004775 636 2744
44 219 898 47 0.004325 1480 3323
45 812 351 93 0.001175 87 1842
46 901 1552 33 0.003425 1065 2797
47 2513 1572 45 0.001625 958 3312
48 242 584 26 0.001850 11 2932
49 826 1226 82 0.003200 689 965
50 3278 799 37 0.004325 1971 2971
51 86 1065 81 0.002975 281 1402
52 14 454 28 0.002300 1223 2867
53 1327 1893 80 0.000500 1667 4676
54 2773 1286 19 0.004775 801 2560
55 2469 1838 87 0.002075 664 2422
56 3835 963 38 0.004550 2231 3867
57 1031 428 29 0.004775 1136 3764
58 3853 1712 85 0.001625 2333 4207
59 1868 197 95 0.001625 2110 2567
60 1544 863 77 0.002075 2306 4017
61 457 1607 94 0.001400 1754 2595
62 3174 1064 18 0.004550 1199 1916
63 192 1004 36 0.004100 1406 1802
64 2318 1925 23 0.001175 708 1747
65 2232 1374 16 0.001850 741 2613
66 396 828 64 0.001400 1057 2636
67 2365 1649 64 0.003650 1649 1744
68 2499 658 17 0.004325 1473 1923
69 1410 307 17 0.004325 275 1380
70 2990 214 64 0.001400 2029 2545
71 3646 1018 84 0.001400 122 2884
72 3394 1028 22 0.000950 1185 1962
73 1779 90 79 0.002525 2095 4701
74 1058 372 90 0.002750 359 2874
75 2933 1459 82 0.003200 2261 3068
