TYPE: TOPSTPTW
NODES: 100
TOURS: 3
T_MAX: 4896
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 4896
2 2650 802 42 0.003200 1425 2665
3 1774 107 91 0.000725 452 1869
4 1307 964 31 0.002975 414 2548
5 3806 746 62 0.003200 923 2337
6 2687 1353 90 0.000500 1180 2535
7 43 1957 30 0.000500 2189 4476
8 3092 1668 90 0.000500 1121 2349
9 185 1542 27 0.002075 964 2310
10 834 629 33 0.001175 878 935
11 40 462 62 0.000950 722 3899
12 1183 1391 64 0.003650 573 3313
13 2048 1628 86 0.004100 584 1116
14 1097 643 40 0.000500 697 1317
15 1838 1732 70 0.002750 225 1812
16 234 1118 12 0.003200 2313 3483
17 3314 1881 75 0.003875 1998 4851
18 737 1285 52 0.000950 794 2328
19 779 777 36 0.004100 142 1887
20 2312 1949 41 0.000725 1608 3450
21 2576 189 75 0.001625 505 1207
22 3078 1541 39 0.004775 1865 2913
23 2781 478 29 0.004775 1113 1527
24 705 1812 97 0.004325 1543 4793
25 3409 1917 26 0.001850 2054 2687
26 323 1714 67 0.004325 296 1390
27 1660 1556 76 0.004100 1549 3492
28 3729 1188 67 0.004325 2364 4540
29 693 1383 16 0.004100 1708 2507
30 2361 640 41 0.000725 82 2782
31 2433 1538 21 0.002975 668 1657
32 554 1825 49 0.004775 1062 1212
33 913 317 70 0.002750 123 2954
34 3586 1909 15 0.003875 2011 3826
35 2636 727 43 0.001175 1590 1702
36 1000 457 27 0.004325 1137 1857
37 482 1337 29 0.004775 2303 3688
38 3704 1082 26 0.001850 195 2255
39 3635 1174 49 0.002525 49 293
40 1362 1526 18 0.002300 320 3164
41 2049 417 46 0.001850 2093 4435
42 2552 1909 61 0.000725 2372 2918
43 3939 640 89 0.004775 2159 3587
44 219 898 47 0.004325 1299 4084
45 812 351 93 0.001175 1106 1774
46 901 1552 33 0.003425 1777 4770
47 2513 1572 45 0.001625 877 885
48 242 584 26 0.001850 417 1884
49 826 1226 82 0.003200 1129 3813
50 3278 799 37 0.004325 1112 2671
51 86 1065 81 0.002975 623 3192
52 14 454 28 0.002300 860 4113
53 1327 1893 80 0.000500 1843 3873
54 2773 1286 19 0.004775 2062 4221
55 2469 1838 87 0.002075 2295 3652
56 3835 963 38 0.004550 1233 1246
57 1031 428 29 0.004775 829 2028
58 3853 1712 85 0.001625 791 2697
59 1868 197 95 0.001625 606 2034
60 1544 863 77 0.002075 1015 1194
61 457 1607 94 0.001400 1280 1647
62 3174 1064 18 0.004550 1436 1486
63 192 1004 36 0.004100 2278 3694
64 2318 1925 23 0.001175 1101 4054
65 2232 1374 16 0.001850 538 3521
66 396 828 64 0.001400 1732 3799
67 2365 1649 64 0.003650 1280 2562
68 2499 658 17 0.004325 1214 2914
69 1410 307 17 0.004325 2359 3532
70 2990 214 64 0.001400 1694 3752
71 3646 1018 84 0.001400 769 833
72 3394 1028 22 0.000950 14 2071
73 1779 90 79 0.002525 1356 4475
74 1058 372 90 0.002750 2179 3741
75 2933 1459 82 0.003200 1356 2741
76 3099 173 42 0.003200 651 3259
77 2178 978 16 0.004100 567 3505
78 138 1610 48 0.002300 2342 2719
79 2082 1753 65 0.003875 1357 4290
80 2302 1127 19 0.002525 2238 4540
81 805 272 97 0.004325 514 759
82 22 1617 29 0.004775 2133 2811
83 3213 1085 78 0.004550 762 2936
84 99 536 15 0.003875 314 603
85 1533 1780 83 0.003425 2208 2209
86 3564 676 20 0.000500 311 2291
87 29 6 45 0.003875 1282 3648
88 3808 1375 63 0.001175 473 3053
89 2221 291 92 0.003200 492 1008
90 3499 1885 84 0.001400 1469 2746
91 3124 408 32 0.003200 831 3795
92 781 671 22 0.003200 1972 4870
93 1027 1041 98 0.002300 62 2978
94 3249 378 37 0.002075 226 2014
95 3297 491 18 0.002300 1957 4889
96 213 220 83 0.003425 857 2954
97 721 186 17 0.002075 1111 2656
98 3736 1542 68 0.004550 2013 3021
99 868 731 79 0.004775 1666 2199
100 960 303 13 0.001175 1428 1924
