TYPE: TOPSTPTW
NODES: 100
TOURS: 4
T_MAX: 3672
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 3672
2 2650 802 42 0.003200 325 2196
3 1774 107 91 0.000725 660 868
4 1307 964 31 0.002975 410 2358
5 3806 746 62 0.003200 140 639
6 2687 1353 90 0.000500 1273 2185
7 43 1957 30 0.000500 281 2250
8 3092 1668 90 0.000500 1346 1460
9 185 1542 27 0.002075 817 1281
10 834 629 33 0.001175 395 570
11 40 462 62 0.000950 842 978
12 1183 1391 64 0.003650 994 1053
13 2048 1628 86 0.004100 1425 3376
14 1097 643 40 0.000500 615 2831
15 1838 1732 70 0.002750 1746 3128
16 234 1118 12 0.003200 1309 2030
17 3314 1881 75 0.003875 801 1575
18 737 1285 52 0.000950 1731 1763
19 779 777 36 0.004100 527 1364
20 2312 1949 41 0.000725 349 2236
21 2576 189 75 0.001625 1031 2592
22 3078 1541 39 0.004775 529 2700
23 2781 478 29 0.004775 1230 3004
24 705 1812 97 0.004325 1465 1762
25 3409 1917 26 0.001850 226 1836
26 323 1714 67 0.004325 439 2246
27 1660 1556 76 0.004100 500 1517
28 3729 1188 67 0.004325 997 2257
29 693 1383 16 0.004100 527 2029
30 2361 640 41 0.000725 450 2408
31 2433 1538 21 0.002975 150 256
32 554 1825 49 0.004775 674 1245
33 913 317 70 0.002750 1748 3118
34 3586 1909 15 0.003875 1150 1255
35 2636 727 43 0.001175 346 2588
36 1000 457 27 0.004325 164 557
37 482 1337 29 0.004775 1101 2471
38 3704 1082 26 0.001850 1818 1873
39 3635 1174 49 0.002525 1254 1415
40 1362 1526 18 0.002300 1709 2764
41 2049 417 46 0.001850 312 1833
42 2552 1909 61 0.000725 1693 2122
43 3939 640 89 0.004775 1462 3560
44 219 898 47 0.004325 664 2176
45 812 351 93 0.001175 1666 3102
46 901 1552 33 0.003425 1758 2370
47 2513 1572 45 0.001625 170 761
48 242 584 26 0.001850 1324 3159
49 826 1226 82 0.003200 793 1373
50 3278 799 37 0.004325 461 2314
51 86 1065 81 0.002975 1554 3149
52 14 454 28 0.002300 1633 3304
53 1327 1893 80 0.000500 146 972
54 2773 1286 19 0.004775 456 2396
55 2469 1838 87 0.002075 1320 2970
56 3835 963 38 0.004550 104 2441
57 1031 428 29 0.004775 1802 2832
58 3853 1712 85 0.001625 1663 3489
59 1868 197 95 0.001625 1234 1892
60 1544 863 77 0.002075 913 3315
61 457 1607 94 0.001400 3 1459
62 3174 1064 18 0.004550 1528 2532
63 192 1004 36 0.004100 954 2667
64 2318 1925 23 0.001175 1258 2326
65 2232 1374 16 0.001850 561 2518
66 396 828 64 0.001400 981 1222
67 2365 1649 64 0.003650 611 2131
68 2499 658 17 0.004325 390 1435
69 1410 307 17 0.004325 1455 3465
70 2990 214 64 0.001400 1577 3119
71 3646 1018 84 0.001400 1079 3491
72 3394 1028 22 0.000950 36 2117
73 1779 90 79 0.002525 1277 3523
74 1058 372 90 0.002750 1530 2828
75 2933 1459 82 0.003200 1209 1224
76 3099 173 42 0.003200 183 1509
77 2178 978 16 0.004100 1713 2400
78 138 1610 48 0.002300 291 1072
79 2082 1753 65 0.003875 1150 3538
80 2302 1127 19 0.002525 905 1149
81 805 272 97 0.004325 544 748
82 22 1617 29 0.004775 1293 3375
83 3213 1085 78 0.004550 757 1149
84 99 536 15 0.003875 406 838
85 1533 1780 83 0.003425 495 1688
86 3564 676 20 0.000500 350 1277
87 29 6 45 0.003875 1141 1455
88 3808 1375 63 0.001175 1231 1759
89 2221 291 92 0.003200 632 2335
90 3499 1885 84 0.001400 1401 2318
91 3124 408 32 0.003200 55 1314
92 781 671 22 0.003200 1786 3242
93 1027 1041 98 0.002300 244 971
94 3249 378 37 0.002075 597 1938
95 3297 491 18 0.002300 818 2608
96 213 220 83 0.003425 166 1371
97 721 186 17 0.002075 1700 2377
98 3736 1542 68 0.004550 1579 2664
99 868 731 79 0.004775 1240 3088
100 960 303 13 0.001175 477 1103
