TYPE: TOPSTPTW
NODES: 50
TOURS: 3
T_MAX: 4872
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 4872
2 2848 96 74 0.001400 2051 4053
3 3510 1671 61 0.000725 143 413
4 457 334 81 0.002975 276 1095
5 3888 666 64 0.003650 749 1183
6 984 965 69 0.002525 902 3010
7 2721 1482 73 0.001175 29 2315
8 1286 525 21 0.002975 2059 2595
9 2716 1432 18 0.002300 1277 1503
10 738 1325 93 0.001175 972 2900
11 1251 1832 33 0.001175 756 2770
12 2728 1698 26 0.001850 79 3034
13 3815 169 34 0.001400 48 2345
14 3683 1533 96 0.004100 1855 4032
15 1247 1945 52 0.003200 1174 1590
16 123 862 95 0.001625 2098 4527
17 1234 1946 40 0.000500 1641 3207
18 252 1240 62 0.003200 1407 3465
19 611 673 34 0.001400 2428 4663
20 2576 1676 32 0.003200 110 1515
21 928 1700 28 0.002300 1342 1486
22 53 857 20 0.002750 237 3461
23 1807 1711 18 0.004550 1424 3927
24 274 1420 84 0.003650 608 3313
25 2574 946 20 0.000500 1062 4295
26 178 24 32 0.000950 2377 4794
27 2678 1825 13 0.001175 2298 3318
28 1795 962 67 0.004325 1107 2746
29 3384 1498 32 0.000950 1954 2450
30 3520 1079 19 0.004775 1322 3985
31 1256 61 67 0.004325 2057 3081
32 1424 1728 12 0.003200 1152 1585
33 3913 192 65 0.001625 337 1125
34 3085 1528 33 0.003425 1318 3411
35 2573 1969 52 0.000950 2208 3504
36 463 1670 73 0.003425 649 765
37 3875 598 73 0.003425 1194 2860
38 298 1513 21 0.002975 1356 2686
39 3479 821 80 0.000500 1595 3603
40 2542 236 88 0.004550 2160 4678
41 3955 1743 38 0.004550 922 3166
42 1323 280 83 0.001175 1795 2425
43 3447 1830 67 0.004325 5 653
44 2936 337 43 0.003425 1610 3867
45 1621 1830 41 0.002975 1364 4209
46 3373 1646 79 0.004775 166 1155
47 1393 1368 71 0.000725 105 2412
48 3874 1318 72 0.003200 746 1368
49 938 955 13 0.003425 1971 4437
50 3022 474 86 0.004100 2320 2936
