TYPE: TOPSTPTW
NODES: 75
TOURS: 2
T_MAX: 7351
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 7351
2 2848 96 74 0.001400 2380 4324
3 3510 1671 61 0.000725 1429 2109
4 457 334 81 0.002975 3049 4649
5 3888 666 64 0.003650 2624 2679
6 984 965 69 0.002525 69 4164
7 2721 1482 73 0.001175 407 3764
8 1286 525 21 0.002975 2477 3653
9 2716 1432 18 0.002300 995 3158
10 738 1325 93 0.001175 3267 4639
11 1251 1832 33 0.001175 2758 3102
12 2728 1698 26 0.001850 989 4023
13 3815 169 34 0.001400 636 5097
14 3683 1533 96 0.004100 1644 3696
15 1247 1945 52 0.003200 656 3522
16 123 862 95 0.001625 577 3080
17 1234 1946 40 0.000500 3396 5328
18 252 1240 62 0.003200 1081 5466
19 611 673 34 0.001400 1958 2155
20 2576 1676 32 0.003200 1460 5134
21 928 1700 28 0.002300 1766 5065
22 53 857 20 0.002750 118 2781
23 1807 1711 18 0.004550 3517 7097
24 274 1420 84 0.003650 898 3871
25 2574 946 20 0.000500 1687 2680
26 178 24 32 0.000950 1536 4771
27 2678 1825 13 0.001175 1924 4212
28 1795 962 67 0.004325 2377 7104
29 3384 1498 32 0.000950 3148 6628
30 3520 1079 19 0.004775 2693 6735
31 1256 61 67 0.004325 546 1986
32 1424 1728 12 0.003200 1199 3787
33 3913 192 65 0.001625 1389 3464
34 3085 1528 33 0.003425 1434 4836
35 2573 1969 52 0.000950 1144 1790
36 463 1670 73 0.003425 3413 4161
37 3875 598 73 0.003425 1993 4900
38 298 1513 21 0.002975 1629 1856
39 3479 821 80 0.000500 2805 6663
40 2542 236 88 0.004550 2279 4698
41 3955 1743 38 0.004550 306 4047
42 1323 280 83 0.001175 2217 2904
43 3447 1830 67 0.004325 856 4771
44 2936 337 43 0.003425 1816 2082
45 1621 1830 41 0.002975 3484 5791
46 3373 1646 79 0.004775 2137 6371
47 1393 1368 71 0.000725 1180 5781
48 3874 1318 72 0.003200 3299 4895
49 938 955 13 0.003425 2464 6265
50 3022 474 86 0.004100 2443 6221
51 2482 1183 75 0.001625 2293 4089
52 3854 923 17 0.004325 1934 2995
53 376 825 41 0.000725 1966 5726
54 2519 135 54 0.003650 2194 3470
55 2945 1622 77 0.002075 2865 5887
56 953 268 61 0.000725 2986 4810
57 2628 1479 67 0.002075 919 4858
58 2097 981 28 0.004550 297 1717
59 890 1846 46 0.004100 3280 4988
60 2139 1806 85 0.001625 3044 5882
61 2421 1007 18 0.002300 3080 5661
62 2290 1810 60 0.000500 557 5093
63 1115 1052 17 0.002075 305 2035
64 2588 302 20 0.002750 1202 5289
65 327 265 62 0.003200 1101 3009
66 241 341 52 0.000950 436 1914
67 1917 687 94 0.001400 1122 4288
68 2991 792 13 0.001175 3200 4080
69 2573 599 32 0.003200 228 4891
70 19 674 73 0.003425 1795 3204
71 3911 1673 14 0.001400 598 4763
72 872 1559 11 0.002975 2691 2753
73 2863 558 11 0.000725 605 848
74 929 1766 95 0.003875 437 576
75 839 620 29 0.004775 97 2562
