TYPE: TOPSTPTW
NODES: 25
TOURS: 2
T_MAX: 6717
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 6717
2 556 1056 92 0.003200 1663 3006
3 3675 1522 77 0.004325 947 1644
4 1182 1853 75 0.003875 689 4730
5 3595 111 26 0.001850 126 2694
6 962 1895 77 0.004325 587 1898
7 2030 1186 76 0.004100 2086 2086
8 3507 1851 58 0.004550 2377 2602
9 2642 1269 51 0.002975 1791 5579
10 3438 901 29 0.004775 542 1033
11 3858 1472 30 0.002750 3299 3715
12 2937 1568 15 0.001625 2948 6583
13 376 1018 54 0.003650 381 550
14 839 1355 44 0.003650 1914 3888
15 706 1925 31 0.002975 100 2926
16 749 920 59 0.002525 1578 3240
17 298 615 23 0.003425 1550 4615
18 694 552 86 0.001850 185 3865
19 387 190 47 0.004325 2572 4688
20 2801 695 86 0.004100 2023 3712
21 3133 1143 56 0.004100 2165 2297
22 1517 266 83 0.001175 1773 1815
23 1538 224 62 0.000950 3247 5894
24 844 520 24 0.001400 1407 5591
25 2639 1239 18 0.004550 2072 6451
