TYPE: TOPSTPTW
NODES: 100
TOURS: 2
T_MAX: 7391
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 7391
2 556 1056 92 0.003200 1911 1942
3 3675 1522 77 0.004325 2317 3933
4 1182 1853 75 0.003875 2546 6583
5 3595 111 26 0.001850 1168 3592
6 962 1895 77 0.004325 3156 5857
7 2030 1186 76 0.004100 1743 3608
8 3507 1851 58 0.004550 1449 1856
9 2642 1269 51 0.002975 3188 3294
10 3438 901 29 0.004775 2211 6137
11 3858 1472 30 0.002750 1763 6301
12 2937 1568 15 0.001625 342 1421
13 376 1018 54 0.003650 308 951
14 839 1355 44 0.003650 1604 3945
15 706 1925 31 0.002975 919 3258
16 749 920 59 0.002525 879 3467
17 298 615 23 0.003425 1966 5775
18 694 552 86 0.001850 3123 3192
19 387 190 47 0.004325 3340 5413
20 2801 695 86 0.004100 1644 2825
21 3133 1143 56 0.004100 366 3442
22 1517 266 83 0.001175 104 848
23 1538 224 62 0.000950 2648 4960
24 844 520 24 0.001400 24 1849
25 2639 1239 18 0.004550 1998 3450
26 3123 217 20 0.000500 2938 6716
27 2489 1520 59 0.002525 3679 4049
28 3834 1827 91 0.000725 3302 6206
29 3417 1808 15 0.001625 1629 2416
30 2938 543 71 0.000725 2808 6534
31 71 1323 54 0.003650 2449 4521
32 3245 1828 43 0.003425 3682 5620
33 731 1741 52 0.003200 1638 4404
34 2312 1270 82 0.000950 1905 3718
35 2426 1851 57 0.004325 72 2718
36 380 478 58 0.004550 1214 2961
37 2310 635 75 0.001625 2416 4607
38 2830 775 15 0.001625 2895 4160
39 3829 513 32 0.000950 405 4260
40 3684 445 89 0.002525 280 1627
41 171 514 65 0.001625 3655 4185
42 627 1261 98 0.002300 2203 2569
43 1490 1123 13 0.003425 2005 3744
44 61 81 62 0.000950 1314 2605
45 422 542 74 0.001400 1032 3609
46 2698 1221 59 0.004775 1287 4619
47 2372 127 79 0.004775 2282 3631
48 177 1390 47 0.002075 463 4250
49 3084 748 62 0.003200 2144 2917
50 1213 910 63 0.001175 2346 5721
51 3 1817 30 0.000500 2121 2462
52 1782 995 87 0.004325 2482 3773
53 3896 742 58 0.004550 1205 5130
54 1829 812 41 0.000725 1902 6817
55 1286 550 46 0.004100 1851 4090
56 3017 108 75 0.001625 1040 5476
57 2132 1432 64 0.001400 1799 4845
58 2000 1110 60 0.002750 2656 3731
59 3317 1966 73 0.001175 2471 5060
60 1729 1498 87 0.002075 2764 5023
61 2408 1747 25 0.003875 900 2171
62 3292 152 34 0.001400 3247 4986
63 193 1210 63 0.001175 3205 5566
64 782 1462 94 0.001400 1582 4019
65 2503 352 75 0.003875 2295 4542
66 1697 1924 31 0.000725 833 5049
67 3821 147 18 0.002300 1103 4758
68 3370 791 31 0.000725 3094 7278
69 3162 367 29 0.002525 3047 5860
70 3938 516 54 0.003650 1291 5930
71 2741 1583 14 0.001400 1075 2906
72 2330 741 21 0.002975 3184 4200
73 3918 1088 66 0.001850 2438 5472
74 1794 1589 63 0.001175 1822 6402
75 2929 485 94 0.003650 2837 3082
76 3453 1998 61 0.002975 436 4561
77 896 705 81 0.000725 2046 5235
78 399 850 89 0.002525 59 3600
79 2614 195 29 0.002525 2795 6574
80 2800 653 43 0.003425 155 2314
81 2630 20 50 0.002750 1919 3281
82 563 1513 16 0.004100 1672 2395
83 1090 1652 52 0.000950 3381 5333
84 2009 1163 32 0.003200 3634 5657
85 3876 1165 11 0.000725 896 3736
86 3084 774 88 0.004550 3611 6236
87 1526 1612 88 0.004550 1669 4133
88 1612 328 60 0.000500 1477 4825
89 1423 1322 55 0.001625 1865 4052
90 3058 1276 24 0.003650 2898 4176
91 3782 1865 77 0.002075 1159 2007
92 347 252 69 0.004775 1060 5045
93 3904 1444 48 0.002300 1162 1338
94 2191 1579 90 0.002750 1252 2434
95 3220 1454 94 0.003650 2335 4179
96 468 319 77 0.002075 2873 3103
97 3611 1968 99 0.004775 795 3839
98 3114 1629 73 0.001175 2553 4421
99 3515 1892 17 0.002075 2368 4055
100 3060 155 75 0.003875 126 4519
