TYPE: TOPSTPTW
NODES: 75
TOURS: 2
T_MAX: 7240
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 7240
2 2650 802 42 0.003200 310 1174
3 1774 107 91 0.000725 3394 4222
4 1307 964 31 0.002975 284 2564
5 3806 746 62 0.003200 479 2293
6 2687 1353 90 0.000500 224 2163
7 43 1957 30 0.000500 722 2469
8 3092 1668 90 0.000500 1872 3844
9 185 1542 27 0.002075 1450 2659
10 834 629 33 0.001175 2097 5821
11 40 462 62 0.000950 583 4350
12 1183 1391 64 0.003650 2474 7166
13 2048 1628 86 0.004100 2546 6871
14 1097 643 40 0.000500 2944 3684
15 1838 1732 70 0.002750 261 3985
16 234 1118 12 0.003200 2732 4059
17 3314 1881 75 0.003875 2691 6084
18 737 1285 52 0.000950 2941 5854
19 779 777 36 0.004100 163 4420
20 2312 1949 41 0.000725 2445 5419
21 2576 189 75 0.001625 931 1444
22 3078 1541 39 0.004775 563 3348
23 2781 478 29 0.004775 3302 4850
24 705 1812 97 0.004325 2948 6613
25 3409 1917 26 0.001850 127 3104
26 323 1714 67 0.004325 1451 1924
27 1660 1556 76 0.004100 1209 5065
28 3729 1188 67 0.004325 2457 4043
29 693 1383 16 0.004100 2163 3353
30 2361 640 41 0.000725 2293 2827
31 2433 1538 21 0.002975 2031 5747
32 554 1825 49 0.004775 1629 2385
33 913 317 70 0.002750 1944 4037
34 3586 1909 15 0.003875 2264 2750
35 2636 727 43 0.001175 1634 4318
36 1000 457 27 0.004325 3248 6652
37 482 1337 29 0.004775 568 1065
38 3704 1082 26 0.001850 624 3927
39 3635 1174 49 0.002525 1860 2912
40 1362 1526 18 0.002300 1779 6050
41 2049 417 46 0.001850 821 3398
42 2552 1909 61 0.000725 2142 2585
43 3939 640 89 0.004775 1186 3989
44 219 898 47 0.004325 2521 5626
45 812 351 93 0.001175 2319 3429
46 901 1552 33 0.003425 1117 2817
47 2513 1572 45 0.001625 2175 2452
48 242 584 26 0.001850 399 2907
49 826 1226 82 0.003200 609 2612
50 3278 799 37 0.004325 1713 1915
51 86 1065 81 0.002975 1903 6049
52 14 454 28 0.002300 854 4931
53 1327 1893 80 0.000500 3176 5628
54 2773 1286 19 0.004775 3484 5112
55 2469 1838 87 0.002075 565 3223
56 3835 963 38 0.004550 1856 3568
57 1031 428 29 0.004775 2209 4382
58 3853 1712 85 0.001625 2627 5538
59 1868 197 95 0.001625 2555 2645
60 1544 863 77 0.002075 569 4512
61 457 1607 94 0.001400 1105 3466
62 3174 1064 18 0.004550 1972 2086
63 192 1004 36 0.004100 3590 3870
64 2318 1925 23 0.001175 557 4804
65 2232 1374 16 0.001850 16 4424
66 396 828 64 0.001400 646 5322
67 2365 1649 64 0.003650 2477 6198
68 2499 658 17 0.004325 2220 6566
69 1410 307 17 0.004325 2113 6230
70 2990 214 64 0.001400 1150 1465
71 3646 1018 84 0.001400 113 740
72 3394 1028 22 0.000950 861 3787
73 1779 90 79 0.002525 670 4223
74 1058 372 90 0.002750 397 2236
75 2933 1459 82 0.003200 2867 6818
