TYPE: TOPSTPTW
NODES: 50
TOURS: 2
T_MAX: 7186
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 7186
2 2650 802 42 0.003200 1283 2327
3 1774 107 91 0.000725 3265 6136
4 1307 964 31 0.002975 2153 2806
5 3806 746 62 0.003200 3569 3585
6 2687 1353 90 0.000500 1468 2658
7 43 1957 30 0.000500 3478 5730
8 3092 1668 90 0.000500 2288 5121
9 185 1542 27 0.002075 2508 3160
10 834 629 33 0.001175 2869 5458
11 40 462 62 0.000950 1527 5444
12 1183 1391 64 0.003650 3307 3505
13 2048 1628 86 0.004100 1401 4662
14 1097 643 40 0.000500 2364 5947
15 1838 1732 70 0.002750 2258 5507
16 234 1118 12 0.003200 2421 4240
17 3314 1881 75 0.003875 811 3755
18 737 1285 52 0.000950 2391 5217
19 779 777 36 0.004100 1682 2723
20 2312 1949 41 0.000725 3565 4432
21 2576 189 75 0.001625 284 4845
22 3078 1541 39 0.004775 3403 5404
23 2781 478 29 0.004775 1308 1732
24 705 1812 97 0.004325 3239 6895
25 3409 1917 26 0.001850 2727 3725
26 323 1714 67 0.004325 2669 3134
27 1660 1556 76 0.004100 2785 4635
28 3729 1188 67 0.004325 1555 5848
29 693 1383 16 0.004100 2232 2897
30 2361 640 41 0.000725 2275 6258
31 2433 1538 21 0.002975 2065 2098
32 554 1825 49 0.004775 1242 1880
33 913 317 70 0.002750 2499 5979
34 3586 1909 15 0.003875 3315 5478
35 2636 727 43 0.001175 3333 6752
36 1000 457 27 0.004325 2208 4028
37 482 1337 29 0.004775 1764 5496
38 3704 1082 26 0.001850 2784 5383
39 3635 1174 49 0.002525 2283 4209
40 1362 1526 18 0.002300 2388 4486
41 2049 417 46 0.001850 2482 2645
42 2552 1909 61 0.000725 2385 2841
43 3939 640 89 0.004775 1979 5459
44 219 898 47 0.004325 1826 2797
45 812 351 93 0.001175 520 1484
46 901 1552 33 0.003425 608 3137
47 2513 1572 45 0.001625 1557 3760
48 242 584 26 0.001850 922 4684
49 826 1226 82 0.003200 3442 6986
50 3278 799 37 0.004325 1288 1583
