TYPE: TOPSTPTW
NODES: 50
TOURS: 4
T_MAX: 3593
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 3593
2 2650 802 42 0.003200 308 1273
3 1774 107 91 0.000725 353 2334
4 1307 964 31 0.002975 1363 1474
5 3806 746 62 0.003200 547 2142
6 2687 1353 90 0.000500 631 1088
7 43 1957 30 0.000500 1190 1992
8 3092 1668 90 0.000500 109 488
9 185 1542 27 0.002075 603 736
10 834 629 33 0.001175 1518 3316
11 40 462 62 0.000950 157 1767
12 1183 1391 64 0.003650 430 2080
13 2048 1628 86 0.004100 1145 1782
14 1097 643 40 0.000500 1025 1217
15 1838 1732 70 0.002750 1173 1344
16 234 1118 12 0.003200 1097 2734
17 3314 1881 75 0.003875 925 3246
18 737 1285 52 0.000950 1535 2998
19 779 777 36 0.004100 1408 2534
20 2312 1949 41 0.000725 1559 1838
21 2576 189 75 0.001625 554 2668
22 3078 1541 39 0.004775 1075 2221
23 2781 478 29 0.004775 1603 3442
24 705 1812 97 0.004325 559 1700
25 3409 1917 26 0.001850 951 2997
26 323 1714 67 0.004325 984 1498
27 1660 1556 76 0.004100 1768 3266
28 3729 1188 67 0.004325 532 2858
29 693 1383 16 0.004100 798 2270
30 2361 640 41 0.000725 922 1708
31 2433 1538 21 0.002975 1765 3421
32 554 1825 49 0.004775 504 2161
33 913 317 70 0.002750 462 899
34 3586 1909 15 0.003875 937 2921
35 2636 727 43 0.001175 908 1626
36 1000 457 27 0.004325 984 2071
37 482 1337 29 0.004775 5 610
38 3704 1082 26 0.001850 1535 2759
39 3635 1174 49 0.002525 150 161
40 1362 1526 18 0.002300 940 1553
41 2049 417 46 0.001850 88 625
42 2552 1909 61 0.000725 236 2623
43 3939 640 89 0.004775 1014 1566
44 219 898 47 0.004325 785 1743
45 812 351 93 0.001175 436 2343
46 901 1552 33 0.003425 1403 3014
47 2513 1572 45 0.001625 297 365
48 242 584 26 0.001850 1471 2879
49 826 1226 82 0.003200 1325 2106
50 3278 799 37 0.004325 1023 1264
