TYPE: TOPSTPTW
NODES: 100
TOURS: 3
T_MAX: 4927
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 4927
2 556 1056 92 0.003200 2334 4426
3 3675 1522 77 0.004325 218 1515
4 1182 1853 75 0.003875 1716 3432
5 3595 111 26 0.001850 1160 4206
6 962 1895 77 0.004325 265 2200
7 2030 1186 76 0.004100 1694 1952
8 3507 1851 58 0.004550 1730 4127
9 2642 1269 51 0.002975 538 2996
10 3438 901 29 0.004775 1406 1987
11 3858 1472 30 0.002750 1601 1974
12 2937 1568 15 0.001625 342 1434
13 376 1018 54 0.003650 527 1423
14 839 1355 44 0.003650 1870 4314
15 706 1925 31 0.002975 303 1446
16 749 920 59 0.002525 2277 4524
17 298 615 23 0.003425 2376 4190
18 694 552 86 0.001850 881 4043
19 387 190 47 0.004325 244 1933
20 2801 695 86 0.004100 81 2571
21 3133 1143 56 0.004100 1234 1240
22 1517 266 83 0.001175 401 1677
23 1538 224 62 0.000950 666 1912
24 844 520 24 0.001400 220 950
25 2639 1239 18 0.004550 1595 3744
26 3123 217 20 0.000500 56 870
27 2489 1520 59 0.002525 898 4049
28 3834 1827 91 0.000725 240 3488
29 3417 1808 15 0.001625 1960 2826
30 2938 543 71 0.000725 319 3163
31 71 1323 54 0.003650 1322 3271
32 3245 1828 43 0.003425 1200 2414
33 731 1741 52 0.003200 1557 1904
34 2312 1270 82 0.000950 2050 4228
35 2426 1851 57 0.004325 780 2584
36 380 478 58 0.004550 384 2888
37 2310 635 75 0.001625 611 1620
38 2830 775 15 0.001625 1287 1351
39 3829 513 32 0.000950 142 270
40 3684 445 89 0.002525 2348 4048
41 171 514 65 0.001625 1964 3089
42 627 1261 98 0.002300 278 772
43 1490 1123 13 0.003425 380 1767
44 61 81 62 0.000950 1329 3330
45 422 542 74 0.001400 206 2918
46 2698 1221 59 0.004775 148 2037
47 2372 127 79 0.004775 517 1145
48 177 1390 47 0.002075 2412 3571
49 3084 748 62 0.003200 1303 1747
50 1213 910 63 0.001175 1637 2076
51 3 1817 30 0.000500 413 2286
52 1782 995 87 0.004325 383 3320
53 3896 742 58 0.004550 1303 1479
54 1829 812 41 0.000725 2134 3669
55 1286 550 46 0.004100 1326 2800
56 3017 108 75 0.001625 903 1284
57 2132 1432 64 0.001400 1648 3093
58 2000 1110 60 0.002750 1667 1809
59 3317 1966 73 0.001175 330 1726
60 1729 1498 87 0.002075 604 1639
61 2408 1747 25 0.003875 2336 4777
62 3292 152 34 0.001400 239 1141
63 193 1210 63 0.001175 925 3699
64 782 1462 94 0.001400 1155 3444
65 2503 352 75 0.003875 277 2096
66 1697 1924 31 0.000725 1846 4076
67 3821 147 18 0.002300 2372 3801
68 3370 791 31 0.000725 641 2009
69 3162 367 29 0.002525 2227 3438
70 3938 516 54 0.003650 44 852
71 2741 1583 14 0.001400 1681 3599
72 2330 741 21 0.002975 719 2208
73 3918 1088 66 0.001850 309 760
74 1794 1589 63 0.001175 745 1191
75 2929 485 94 0.003650 927 3808
76 3453 1998 61 0.002975 1167 3879
77 896 705 81 0.000725 1935 3785
78 399 850 89 0.002525 2165 2222
79 2614 195 29 0.002525 2233 4320
80 2800 653 43 0.003425 741 3269
81 2630 20 50 0.002750 1492 1973
82 563 1513 16 0.004100 903 4043
83 1090 1652 52 0.000950 423 1909
84 2009 1163 32 0.003200 533 1566
85 3876 1165 11 0.000725 297 2606
86 3084 774 88 0.004550 914 2502
87 1526 1612 88 0.004550 2428 3774
88 1612 328 60 0.000500 941 973
89 1423 1322 55 0.001625 1218 4226
90 3058 1276 24 0.003650 1469 2270
91 3782 1865 77 0.002075 1818 1850
92 347 252 69 0.004775 1492 3934
93 3904 1444 48 0.002300 1787 4699
94 2191 1579 90 0.002750 145 2193
95 3220 1454 94 0.003650 2329 4792
96 468 319 77 0.002075 1184 4357
97 3611 1968 99 0.004775 1219 2620
98 3114 1629 73 0.001175 1344 1827
99 3515 1892 17 0.002075 2359 4256
100 3060 155 75 0.003875 2064 3239
