TYPE: TOPSTPTW
NODES: 200
TOURS: 2
T_MAX: 7401
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 7401
2 556 1056 92 0.003200 3161 5186
3 3675 1522 77 0.004325 1572 5231
4 1182 1853 75 0.003875 3676 5448
5 3595 111 26 0.001850 3438 3780
6 962 1895 77 0.004325 1836 2839
7 2030 1186 76 0.004100 1383 1588
8 3507 1851 58 0.004550 124 4668
9 2642 1269 51 0.002975 3113 4852
10 3438 901 29 0.004775 3601 5918
11 3858 1472 30 0.002750 1348 1539
12 2937 1568 15 0.001625 3367 6961
13 376 1018 54 0.003650 28 4650
14 839 1355 44 0.003650 2984 3314
15 706 1925 31 0.002975 1799 6660
16 749 920 59 0.002525 3244 3996
17 298 615 23 0.003425 2836 6527
18 694 552 86 0.001850 1553 3760
19 387 190 47 0.004325 1035 1746
20 2801 695 86 0.004100 1084 1782
21 3133 1143 56 0.004100 571 1531
22 1517 266 83 0.001175 3204 5131
23 1538 224 62 0.000950 538 3667
24 844 520 24 0.001400 3474 4833
25 2639 1239 18 0.004550 1913 2832
26 3123 217 20 0.000500 1243 5651
27 2489 1520 59 0.002525 654 2140
28 3834 1827 91 0.000725 2127 2628
29 3417 1808 15 0.001625 3459 6581
30 2938 543 71 0.000725 2578 2674
31 71 1323 54 0.003650 1624 5484
32 3245 1828 43 0.003425 3192 4242
33 731 1741 52 0.003200 3503 4087
34 2312 1270 82 0.000950 3325 7255
35 2426 1851 57 0.004325 1372 4745
36 380 478 58 0.004550 1024 1085
37 2310 635 75 0.001625 3276 6392
38 2830 775 15 0.001625 3675 3802
39 3829 513 32 0.000950 1145 4727
40 3684 445 89 0.002525 3385 5802
41 171 514 65 0.001625 1205 2733
42 627 1261 98 0.002300 2563 4833
43 1490 1123 13 0.003425 2075 4819
44 61 81 62 0.000950 3284 6333
45 422 542 74 0.001400 967 5894
46 2698 1221 59 0.004775 2527 5461
47 2372 127 79 0.004775 2277 5385
48 177 1390 47 0.002075 3663 6701
49 3084 748 62 0.003200 654 2798
50 1213 910 63 0.001175 2271 5336
51 3 1817 30 0.000500 526 1442
52 1782 995 87 0.004325 2432 4287
53 3896 742 58 0.004550 3610 4750
54 1829 812 41 0.000725 2652 6648
55 1286 550 46 0.004100 2841 3856
56 3017 108 75 0.001625 1020 2245
57 2132 1432 64 0.001400 2479 6271
58 2000 1110 60 0.002750 2291 2885
59 3317 1966 73 0.001175 171 764
60 1729 1498 87 0.002075 334 4506
61 2408 1747 25 0.003875 970 4977
62 3292 152 34 0.001400 37 4178
63 193 1210 63 0.001175 2550 6024
64 782 1462 94 0.001400 2192 7069
65 2503 352 75 0.003875 2975 7072
66 1697 1924 31 0.000725 2338 6715
67 3821 147 18 0.002300 2698 3025
68 3370 791 31 0.000725 1839 4894
69 3162 367 29 0.002525 327 820
70 3938 516 54 0.003650 1371 5722
71 2741 1583 14 0.001400 2025 6525
72 2330 741 21 0.002975 2624 6581
73 3918 1088 66 0.001850 213 4556
74 1794 1589 63 0.001175 1242 3222
75 2929 485 94 0.003650 1007 2498
76 3453 1998 61 0.002975 2711 4316
77 896 705 81 0.000725 1971 5617
78 399 850 89 0.002525 2854 3940
79 2614 195 29 0.002525 2900 4117
80 2800 653 43 0.003425 1060 5492
81 2630 20 50 0.002750 1279 4287
82 563 1513 16 0.004100 1257 6151
83 1090 1652 52 0.000950 2531 3483
84 2009 1163 32 0.003200 1089 5034
85 3876 1165 11 0.000725 1676 2414
86 3084 774 88 0.004550 1561 5454
87 1526 1612 88 0.004550 234 4374
88 1612 328 60 0.000500 617 3766
89 1423 1322 55 0.001625 820 5183
90 3058 1276 24 0.003650 1768 2064
91 3782 1865 77 0.002075 3274 5580
92 347 252 69 0.004775 3645 4829
93 3904 1444 48 0.002300 1457 3934
94 2191 1579 90 0.002750 1392 4909
95 3220 1454 94 0.003650 1330 4479
96 468 319 77 0.002075 3663 6473
97 3611 1968 99 0.004775 2970 4846
