TYPE: TOPSTPTW
NODES: 175
TOURS: 2
T_MAX: 7391
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 7391
2 556 1056 92 0.003200 1087 4207
3 3675 1522 77 0.004325 154 3501
4 1182 1853 75 0.003875 3355 3367
5 3595 111 26 0.001850 2713 7260
6 962 1895 77 0.004325 311 1877
7 2030 1186 76 0.004100 3294 5984
8 3507 1851 58 0.004550 1717 2881
9 2642 1269 51 0.002975 3558 6235
10 3438 901 29 0.004775 573 3719
11 3858 1472 30 0.002750 1006 3449
12 2937 1568 15 0.001625 2903 4315
13 376 1018 54 0.003650 3048 7009
14 839 1355 44 0.003650 1814 3293
15 706 1925 31 0.002975 716 1656
16 749 920 59 0.002525 2843 3124
17 298 615 23 0.003425 2420 3014
18 694 552 86 0.001850 1800 4881
19 387 190 47 0.004325 7 4710
20 2801 695 86 0.004100 1412 2522
21 3133 1143 56 0.004100 1679 3163
22 1517 266 83 0.001175 1074 3191
23 1538 224 62 0.000950 3685 5948
24 844 520 24 0.001400 3562 6836
25 2639 1239 18 0.004550 2846 6036
26 3123 217 20 0.000500 100 3166
27 2489 1520 59 0.002525 2198 6667
28 3834 1827 91 0.000725 2975 5199
29 3417 1808 15 0.001625 303 4771
30 2938 543 71 0.000725 3372 5616
31 71 1323 54 0.003650 830 1383
32 3245 1828 43 0.003425 1329 5209
33 731 1741 52 0.003200 2705 5659
34 2312 1270 82 0.000950 3621 6633
35 2426 1851 57 0.004325 906 4516
36 380 478 58 0.004550 1739 2288
37 2310 635 75 0.001625 228 1412
38 2830 775 15 0.001625 1305 4035
39 3829 513 32 0.000950 820 1513
40 3684 445 89 0.002525 2996 4895
41 171 514 65 0.001625 1277 3649
42 627 1261 98 0.002300 1799 4034
43 1490 1123 13 0.003425 1972 2454
44 61 81 62 0.000950 3234 4198
45 422 542 74 0.001400 2174 2637
46 2698 1221 59 0.004775 298 1385
47 2372 127 79 0.004775 931 4283
48 177 1390 47 0.002075 192 3427
49 3084 748 62 0.003200 1720 4869
50 1213 910 63 0.001175 40 4465
51 3 1817 30 0.000500 131 1009
52 1782 995 87 0.004325 608 1545
53 3896 742 58 0.004550 3506 6643
54 1829 812 41 0.000725 2369 4937
55 1286 550 46 0.004100 3594 5778
56 3017 108 75 0.001625 268 1250
57 2132 1432 64 0.001400 2631 4596
58 2000 1110 60 0.002750 2294 4287
59 3317 1966 73 0.001175 2798 3726
60 1729 1498 87 0.002075 2859 4838
61 2408 1747 25 0.003875 3466 6658
62 3292 152 34 0.001400 2532 4890
63 193 1210 63 0.001175 2516 3208
64 782 1462 94 0.001400 1860 3538
65 2503 352 75 0.003875 1574 5873
66 1697 1924 31 0.000725 185 2419
67 3821 147 18 0.002300 3208 6903
68 3370 791 31 0.000725 3066 5604
69 3162 367 29 0.002525 2572 3294
70 3938 516 54 0.003650 3409 4503
71 2741 1583 14 0.001400 139 150
72 2330 741 21 0.002975 3600 3623
73 3918 1088 66 0.001850 2769 3026
74 1794 1589 63 0.001175 2184 3422
75 2929 485 94 0.003650 2095 4857
76 3453 1998 61 0.002975 1063 4646
77 896 705 81 0.000725 3279 5852
78 399 850 89 0.002525 875 4179
79 2614 195 29 0.002525 2579 5986
80 2800 653 43 0.003425 400 3367
81 2630 20 50 0.002750 401 2413
82 563 1513 16 0.004100 2243 6557
83 1090 1652 52 0.000950 3352 5826
84 2009 1163 32 0.003200 164 3651
85 3876 1165 11 0.000725 2982 5390
86 3084 774 88 0.004550 2584 5602
87 1526 1612 88 0.004550 2387 6741
88 1612 328 60 0.000500 3430 4306
89 1423 1322 55 0.001625 533 4006
90 3058 1276 24 0.003650 1137 5719
91 3782 1865 77 0.002075 3017 6057
92 347 252 69 0.004775 2549 4568
93 3904 1444 48 0.002300 2236 6486
94 2191 1579 90 0.002750 2784 5749
95 3220 1454 94 0.003650 2310 5166
96 468 319 77 0.002075 3328 6248
97 3611 1968 99 0.004775 261 1834
98 3114 1629 73 0.001175 1371 5222
99 3515 1892 17 0.002075 2032 4835
100 3060 155 75 0.003875 1668 4244
101 2995 264 29 0.004775 2596 3048
102 202 233 85 0.003875 2250 2539
103 981 848 39 0.002525 3154 3994
104 1346 408 54 0.003650 1621 2166
105 781 670 21 0.002975 1636 4647
106 1009 1001 40 0.002750 968 1039
107 2927 1777 34 0.001400 751 1801
108 2982 949 71 0.002975 238 1346
109 555 1121 66 0.004100 3692 5728
110 464 1302 66 0.001850 386 3258
111 3452 637 49 0.002525 2721 6833
112 571 1982 43 0.003425 231 833
113 2656 128 94 0.001400 908 4789
114 1623 1723 26 0.001850 1806 3117
115 2067 694 71 0.000725 1907 6760
116 1725 927 52 0.003200 3404 6426
117 3600 459 19 0.004775 2307 3075
118 1109 1196 65 0.001625 722 1835
119 366 339 85 0.001625 447 5283
120 778 1282 90 0.000500 688 4031
121 386 1616 32 0.000950 1819 3114
122 3918 1217 15 0.003875 2717 7179
123 3332 1049 71 0.000725 217 1055
124 2597 349 76 0.001850 1096 3202
125 811 1295 46 0.001850 2507 3320
126 241 1069 60 0.002750 2564 6046
127 2658 360 58 0.004550 2985 5943
128 394 1944 98 0.004550 3010 3948
129 3786 1862 78 0.002300 2372 6023
130 264 36 40 0.000500 1079 1421
131 2050 1833 23 0.001175 3565 7125
132 3538 125 73 0.001175 2645 5171
133 1646 1817 53 0.001175 952 3145
134 2993 624 27 0.004325 1760 3909
