TYPE: TOPSTPTW
NODES: 125
TOURS: 2
T_MAX: 7345
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 7345
2 2650 802 42 0.003200 2332 4055
3 1774 107 91 0.000725 1966 5552
4 1307 964 31 0.002975 2083 6251
5 3806 746 62 0.003200 549 1621
6 2687 1353 90 0.000500 7 4095
7 43 1957 30 0.000500 3285 7271
8 3092 1668 90 0.000500 1413 1749
9 185 1542 27 0.002075 2763 6576
10 834 629 33 0.001175 1052 4075
11 40 462 62 0.000950 2124 2786
12 1183 1391 64 0.003650 197 3672
13 2048 1628 86 0.004100 951 5563
14 1097 643 40 0.000500 3070 6435
15 1838 1732 70 0.002750 3572 5268
16 234 1118 12 0.003200 2509 7133
17 3314 1881 75 0.003875 1591 2029
18 737 1285 52 0.000950 3181 6882
19 779 777 36 0.004100 2056 6637
20 2312 1949 41 0.000725 1792 4966
21 2576 189 75 0.001625 3546 5455
22 3078 1541 39 0.004775 1914 3759
23 2781 478 29 0.004775 1853 2349
24 705 1812 97 0.004325 3093 5411
25 3409 1917 26 0.001850 1931 6346
26 323 1714 67 0.004325 1270 3162
27 1660 1556 76 0.004100 1844 4627
28 3729 1188 67 0.004325 859 2527
29 693 1383 16 0.004100 3639 5135
30 2361 640 41 0.000725 144 2655
31 2433 1538 21 0.002975 1197 4349
32 554 1825 49 0.004775 3093 4863
33 913 317 70 0.002750 1427 2272
34 3586 1909 15 0.003875 1373 3067
35 2636 727 43 0.001175 612 2393
36 1000 457 27 0.004325 1174 2152
37 482 1337 29 0.004775 3520 4031
38 3704 1082 26 0.001850 2464 4857
39 3635 1174 49 0.002525 78 4798
40 1362 1526 18 0.002300 635 5279
41 2049 417 46 0.001850 1761 2345
42 2552 1909 61 0.000725 41 1233
43 3939 640 89 0.004775 3130 6167
44 219 898 47 0.004325 517 5306
45 812 351 93 0.001175 2505 4432
46 901 1552 33 0.003425 215 2962
47 2513 1572 45 0.001625 1345 5265
48 242 584 26 0.001850 1446 5234
49 826 1226 82 0.003200 3360 7313
50 3278 799 37 0.004325 2824 6456
51 86 1065 81 0.002975 1303 1996
52 14 454 28 0.002300 801 3666
53 1327 1893 80 0.000500 3180 6795
54 2773 1286 19 0.004775 229 3306
55 2469 1838 87 0.002075 530 1411
56 3835 963 38 0.004550 1044 1728
57 1031 428 29 0.004775 2322 2808
58 3853 1712 85 0.001625 681 2505
59 1868 197 95 0.001625 2184 5929
60 1544 863 77 0.002075 3254 6018
61 457 1607 94 0.001400 1812 2858
62 3174 1064 18 0.004550 8 4300
63 192 1004 36 0.004100 579 1431
64 2318 1925 23 0.001175 3363 6569
65 2232 1374 16 0.001850 2249 6500
66 396 828 64 0.001400 3098 5742
67 2365 1649 64 0.003650 1293 2712
68 2499 658 17 0.004325 2469 2530
69 1410 307 17 0.004325 2018 2297
70 2990 214 64 0.001400 2135 2841
71 3646 1018 84 0.001400 1150 4183
72 3394 1028 22 0.000950 2234 2782
73 1779 90 79 0.002525 1177 1208
74 1058 372 90 0.002750 769 5392
75 2933 1459 82 0.003200 3523 6726
76 3099 173 42 0.003200 3154 5587
77 2178 978 16 0.004100 1545 4033
78 138 1610 48 0.002300 3135 4048
79 2082 1753 65 0.003875 278 1718
80 2302 1127 19 0.002525 2704 3326
81 805 272 97 0.004325 2747 3461
82 22 1617 29 0.004775 2654 2950
83 3213 1085 78 0.004550 3083 4278
84 99 536 15 0.003875 206 3842
85 1533 1780 83 0.003425 2733 3865
86 3564 676 20 0.000500 2088 4184
87 29 6 45 0.003875 3366 3937
88 3808 1375 63 0.001175 2235 4265
89 2221 291 92 0.003200 674 3160
90 3499 1885 84 0.001400 663 2930
91 3124 408 32 0.003200 2591 6398
92 781 671 22 0.003200 1870 2430
93 1027 1041 98 0.002300 1574 4351
94 3249 378 37 0.002075 735 3449
95 3297 491 18 0.002300 1431 5966
96 213 220 83 0.003425 521 2303
97 721 186 17 0.002075 201 3107
98 3736 1542 68 0.004550 25 3311
99 868 731 79 0.004775 2323 3447
100 960 303 13 0.001175 840 3080
101 1380 939 79 0.004775 569 1764
102 2848 96 74 0.001400 1724 2482
103 3510 1671 61 0.000725 1238 2207
104 457 334 81 0.002975 3257 4361
105 3888 666 64 0.003650 290 5137
106 984 965 69 0.002525 1452 2161
107 2721 1482 73 0.001175 1856 5082
108 1286 525 21 0.002975 1940 5469
109 2716 1432 18 0.002300 2975 7117
110 738 1325 93 0.001175 2901 3797
111 1251 1832 33 0.001175 1731 5249
112 2728 1698 26 0.001850 1042 1219
113 3815 169 34 0.001400 3519 5495
114 3683 1533 96 0.004100 3447 5624
115 1247 1945 52 0.003200 2825 5809
116 123 862 95 0.001625 2520 3997
117 1234 1946 40 0.000500 2067 5437
118 252 1240 62 0.003200 1113 4847
119 611 673 34 0.001400 2241 3642
120 2576 1676 32 0.003200 586 3095
121 928 1700 28 0.002300 1076 3811
122 53 857 20 0.002750 1559 3114
123 1807 1711 18 0.004550 2706 6403
124 274 1420 84 0.003650 2858 5333
125 2574 946 20 0.000500 95 4169
