TYPE: TOPSTPTW
NODES: 200
TOURS: 4
T_MAX: 3700
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 3700
2 556 1056 92 0.003200 974 1864
3 3675 1522 77 0.004325 1539 2743
4 1182 1853 75 0.003875 89 950
5 3595 111 26 0.001850 776 1982
6 962 1895 77 0.004325 1819 2503
7 2030 1186 76 0.004100 1256 2600
8 3507 1851 58 0.004550 440 639
9 2642 1269 51 0.002975 591 1896
10 3438 901 29 0.004775 442 1888
11 3858 1472 30 0.002750 1309 2797
12 2937 1568 15 0.001625 516 1729
13 376 1018 54 0.003650 714 1132
14 839 1355 44 0.003650 897 2528
15 706 1925 31 0.002975 1503 2289
16 749 920 59 0.002525 457 2904
17 298 615 23 0.003425 1015 2316
18 694 552 86 0.001850 1802 1969
19 387 190 47 0.004325 502 800
20 2801 695 86 0.004100 573 1040
21 3133 1143 56 0.004100 621 3056
22 1517 266 83 0.001175 429 830
23 1538 224 62 0.000950 786 3026
24 844 520 24 0.001400 1285 3624
25 2639 1239 18 0.004550 595 953
26 3123 217 20 0.000500 1699 3649
27 2489 1520 59 0.002525 685 2181
28 3834 1827 91 0.000725 1053 1063
29 3417 1808 15 0.001625 19 1328
30 2938 543 71 0.000725 1066 3478
31 71 1323 54 0.003650 391 1158
32 3245 1828 43 0.003425 4 471
33 731 1741 52 0.003200 504 1981
34 2312 1270 82 0.000950 194 2517
35 2426 1851 57 0.004325 850 1573
36 380 478 58 0.004550 1536 2348
37 2310 635 75 0.001625 1481 3012
38 2830 775 15 0.001625 1332 2336
39 3829 513 32 0.000950 575 1974
40 3684 445 89 0.002525 1081 1545
41 171 514 65 0.001625 1452 1574
42 627 1261 98 0.002300 1640 3044
43 1490 1123 13 0.003425 1234 2607
44 61 81 62 0.000950 488 2127
45 422 542 74 0.001400 1211 3486
46 2698 1221 59 0.004775 1775 3028
47 2372 127 79 0.004775 328 2195
48 177 1390 47 0.002075 1390 2167
49 3084 748 62 0.003200 1597 3129
50 1213 910 63 0.001175 1655 2764
51 3 1817 30 0.000500 773 2282
52 1782 995 87 0.004325 127 1641
53 3896 742 58 0.004550 1628 2771
54 1829 812 41 0.000725 1245 2126
55 1286 550 46 0.004100 610 815
56 3017 108 75 0.001625 1394 1481
57 2132 1432 64 0.001400 969 3169
58 2000 1110 60 0.002750 1214 2598
59 3317 1966 73 0.001175 1470 3592
60 1729 1498 87 0.002075 321 2506
61 2408 1747 25 0.003875 297 2413
62 3292 152 34 0.001400 393 2000
63 193 1210 63 0.001175 184 285
64 782 1462 94 0.001400 351 1384
65 2503 352 75 0.003875 1029 1917
66 1697 1924 31 0.000725 839 845
67 3821 147 18 0.002300 657 3026
68 3370 791 31 0.000725 1046 2116
69 3162 367 29 0.002525 1515 2341
70 3938 516 54 0.003650 623 825
71 2741 1583 14 0.001400 174 1444
72 2330 741 21 0.002975 113 739
73 3918 1088 66 0.001850 126 1034
74 1794 1589 63 0.001175 984 1044
75 2929 485 94 0.003650 847 1646
76 3453 1998 61 0.002975 660 990
77 896 705 81 0.000725 716 2962
78 399 850 89 0.002525 1619 3520
79 2614 195 29 0.002525 1141 1394
80 2800 653 43 0.003425 811 3057
81 2630 20 50 0.002750 1813 3478
82 563 1513 16 0.004100 319 744
83 1090 1652 52 0.000950 1376 2018
84 2009 1163 32 0.003200 1285 1676
85 3876 1165 11 0.000725 439 1592
86 3084 774 88 0.004550 441 1625
87 1526 1612 88 0.004550 1779 2559
88 1612 328 60 0.000500 797 1096
89 1423 1322 55 0.001625 530 2855
90 3058 1276 24 0.003650 1683 2214
91 3782 1865 77 0.002075 279 1545
92 347 252 69 0.004775 511 2216
93 3904 1444 48 0.002300 1548 2552
94 2191 1579 90 0.002750 592 1096
95 3220 1454 94 0.003650 875 3173
96 468 319 77 0.002075 335 794
97 3611 1968 99 0.004775 799 2749
98 3114 1629 73 0.001175 546 2126
99 3515 1892 17 0.002075 1556 1720
100 3060 155 75 0.003875 1091 1413
101 2995 264 29 0.004775 43 1089
102 202 233 85 0.003875 757 1032
103 981 848 39 0.002525 1176 2802
104 1346 408 54 0.003650 890 1169
105 781 670 21 0.002975 34 1198
106 1009 1001 40 0.002750 1171 1245
107 2927 1777 34 0.001400 850 3266
108 2982 949 71 0.002975 1619 3593
109 555 1121 66 0.004100 1830 3317
110 464 1302 66 0.001850 1095 2344
111 3452 637 49 0.002525 1693 2923
112 571 1982 43 0.003425 95 1063
113 2656 128 94 0.001400 1106 2952
114 1623 1723 26 0.001850 1216 1328
115 2067 694 71 0.000725 427 2282
116 1725 927 52 0.003200 1074 2617
117 3600 459 19 0.004775 886 2770
118 1109 1196 65 0.001625 1197 2687
119 366 339 85 0.001625 874 1926
120 778 1282 90 0.000500 1506 3639
121 386 1616 32 0.000950 4 1175
122 3918 1217 15 0.003875 74 776
123 3332 1049 71 0.000725 137 1839
124 2597 349 76 0.001850 1164 1188
125 811 1295 46 0.001850 1123 3270
126 241 1069 60 0.002750 808 3137
127 2658 360 58 0.004550 1123 2927
128 394 1944 98 0.004550 353 1291
129 3786 1862 78 0.002300 885 2932
130 264 36 40 0.000500 1524 2224
131 2050 1833 23 0.001175 790 2959
132 3538 125 73 0.001175 166 2123
133 1646 1817 53 0.001175 250 1024
134 2993 624 27 0.004325 1636 2811
135 547 25 42 0.003200 913 2096
136 3373 1902 65 0.003875 89 1152
137 460 267 17 0.002075 1657 3660
138 3060 781 71 0.000725 1719 3152
139 1828 456 44 0.001400 1736 2502
140 1021 962 13 0.001175 969 2064
141 2347 388 45 0.003875 378 489
142 3535 1112 67 0.002075 82 1331
143 1529 581 50 0.002750 305 1832
144 1203 385 68 0.002300 1687 1701
145 1787 1902 99 0.002525 843 883
146 2740 1101 71 0.000725 787 2422
147 555 1753 68 0.002300 1529 2240
148 47 363 60 0.002750 1604 3237
149 3935 540 75 0.003875 1676 2149
150 3062 329 71 0.002975 944 1117
151 387 199 56 0.001850 1351 2524
152 2901 920 51 0.000725 791 1424
153 931 512 13 0.001175 1608 2854
154 1766 692 38 0.004550 1731 2862
155 401 980 41 0.000725 1418 1754
156 149 1629 78 0.004550 1536 2288
157 2214 1977 61 0.002975 378 832
158 3805 1619 34 0.001400 648 2006
159 1179 969 88 0.002300 811 3038
160 1017 333 10 0.002750 1042 1434
161 2834 1512 36 0.001850 1355 2223
162 634 294 38 0.002300 1801 2168
163 1819 814 33 0.003425 206 2288
164 1393 859 12 0.003200 1317 2881
165 1768 1578 26 0.001850 1469 2458
166 3023 871 34 0.003650 1375 3504
167 3248 1906 34 0.003650 728 1533
168 1632 1742 54 0.003650 429 1618
169 2223 990 73 0.003425 1670 3452
170 3868 697 75 0.001625 659 1881
171 1541 354 15 0.003875 1760 2805
172 2374 1944 98 0.004550 1665 2454
173 1962 389 21 0.002975 791 1407
174 3007 1524 41 0.002975 1574 3441
175 3220 1945 45 0.001625 345 2547
176 2356 1568 64 0.001400 1022 2434
177 1604 706 70 0.002750 1427 2363
178 2028 1736 84 0.001400 941 2398
179 2581 121 12 0.000950 1809 3055
180 2221 1578 29 0.004775 1042 3016
181 2944 632 76 0.004100 204 524
182 1082 1561 43 0.001175 223 1868
183 997 942 59 0.004775 1052 1565
184 2334 523 77 0.004325 1249 1615
185 1264 1090 24 0.003650 1676 1956
186 1699 1294 33 0.003425 94 357
187 235 1059 44 0.003650 1721 1979
188 2592 248 60 0.000500 1651 1923
189 3642 699 31 0.000725 400 2565
190 3599 514 73 0.003425 1496 2901
191 1766 678 24 0.001400 922 3120
192 240 619 59 0.004775 1119 1795
193 1272 246 88 0.004550 462 1523
194 3503 301 34 0.001400 492 2359
195 80 1533 93 0.003425 58 1129
196 1677 1238 45 0.003875 1687 2705
197 3766 154 60 0.000500 82 994
198 3946 459 95 0.001625 1779 2839
199 1994 1852 76 0.001850 946 2846
200 278 165 93 0.001175 922 3249
