TYPE: TOPSTPTW
NODES: 175
TOURS: 4
T_MAX: 3695
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 3695
2 556 1056 92 0.003200 217 1091
3 3675 1522 77 0.004325 233 2033
4 1182 1853 75 0.003875 755 978
5 3595 111 26 0.001850 577 2145
6 962 1895 77 0.004325 316 435
7 2030 1186 76 0.004100 845 3263
8 3507 1851 58 0.004550 1535 3663
9 2642 1269 51 0.002975 632 877
10 3438 901 29 0.004775 204 330
11 3858 1472 30 0.002750 1318 1940
12 2937 1568 15 0.001625 1346 1922
13 376 1018 54 0.003650 1719 2061
14 839 1355 44 0.003650 355 1479
15 706 1925 31 0.002975 1826 2738
16 749 920 59 0.002525 931 1418
17 298 615 23 0.003425 1370 1401
18 694 552 86 0.001850 1189 3257
19 387 190 47 0.004325 1406 1694
20 2801 695 86 0.004100 600 2134
21 3133 1143 56 0.004100 1277 2646
22 1517 266 83 0.001175 486 782
23 1538 224 62 0.000950 1273 2078
24 844 520 24 0.001400 1785 2905
25 2639 1239 18 0.004550 1822 3583
26 3123 217 20 0.000500 158 2119
27 2489 1520 59 0.002525 1369 3281
28 3834 1827 91 0.000725 1014 1519
29 3417 1808 15 0.001625 1387 3302
30 2938 543 71 0.000725 1681 1919
31 71 1323 54 0.003650 79 1563
32 3245 1828 43 0.003425 1457 1996
33 731 1741 52 0.003200 1184 1220
34 2312 1270 82 0.000950 1474 3380
35 2426 1851 57 0.004325 1424 2702
36 380 478 58 0.004550 1352 2784
37 2310 635 75 0.001625 1826 3304
38 2830 775 15 0.001625 1569 1616
39 3829 513 32 0.000950 1618 2889
40 3684 445 89 0.002525 984 1064
41 171 514 65 0.001625 1297 3262
42 627 1261 98 0.002300 856 2603
43 1490 1123 13 0.003425 1099 2466
44 61 81 62 0.000950 1519 2285
45 422 542 74 0.001400 541 1011
46 2698 1221 59 0.004775 528 1631
47 2372 127 79 0.004775 1735 3454
48 177 1390 47 0.002075 692 2849
49 3084 748 62 0.003200 830 3144
50 1213 910 63 0.001175 1714 3448
51 3 1817 30 0.000500 657 2215
52 1782 995 87 0.004325 1063 3208
53 3896 742 58 0.004550 1573 2219
54 1829 812 41 0.000725 305 881
55 1286 550 46 0.004100 261 354
56 3017 108 75 0.001625 1395 2837
57 2132 1432 64 0.001400 1662 2817
58 2000 1110 60 0.002750 1695 1959
59 3317 1966 73 0.001175 1284 2423
60 1729 1498 87 0.002075 1239 2649
61 2408 1747 25 0.003875 1209 1723
62 3292 152 34 0.001400 1161 2958
63 193 1210 63 0.001175 885 1476
64 782 1462 94 0.001400 662 2079
65 2503 352 75 0.003875 728 2401
66 1697 1924 31 0.000725 1666 3314
67 3821 147 18 0.002300 1461 3489
68 3370 791 31 0.000725 660 726
69 3162 367 29 0.002525 572 1511
70 3938 516 54 0.003650 1353 1535
71 2741 1583 14 0.001400 237 655
72 2330 741 21 0.002975 334 749
73 3918 1088 66 0.001850 403 1736
74 1794 1589 63 0.001175 986 1596
75 2929 485 94 0.003650 247 1387
76 3453 1998 61 0.002975 423 1723
77 896 705 81 0.000725 756 956
78 399 850 89 0.002525 1260 2086
79 2614 195 29 0.002525 720 1665
80 2800 653 43 0.003425 1399 2955
81 2630 20 50 0.002750 1147 2107
82 563 1513 16 0.004100 1381 2121
83 1090 1652 52 0.000950 51 1822
84 2009 1163 32 0.003200 1611 3295
85 3876 1165 11 0.000725 820 3062
86 3084 774 88 0.004550 664 701
87 1526 1612 88 0.004550 814 1787
88 1612 328 60 0.000500 580 1851
89 1423 1322 55 0.001625 1773 1787
90 3058 1276 24 0.003650 161 1338
91 3782 1865 77 0.002075 361 980
92 347 252 69 0.004775 699 1894
93 3904 1444 48 0.002300 409 2794
94 2191 1579 90 0.002750 1028 1220
95 3220 1454 94 0.003650 49 433
96 468 319 77 0.002075 790 2285
97 3611 1968 99 0.004775 57 2236
98 3114 1629 73 0.001175 917 2043
99 3515 1892 17 0.002075 539 660
100 3060 155 75 0.003875 527 1137
101 2995 264 29 0.004775 1497 1603
102 202 233 85 0.003875 1838 3077
103 981 848 39 0.002525 1322 3258
104 1346 408 54 0.003650 1808 2249
105 781 670 21 0.002975 381 556
106 1009 1001 40 0.002750 180 1370
107 2927 1777 34 0.001400 573 946
108 2982 949 71 0.002975 258 2094
109 555 1121 66 0.004100 1318 1464
110 464 1302 66 0.001850 900 1324
111 3452 637 49 0.002525 920 2660
112 571 1982 43 0.003425 166 1598
113 2656 128 94 0.001400 1221 1660
114 1623 1723 26 0.001850 1667 3675
115 2067 694 71 0.000725 911 3055
116 1725 927 52 0.003200 1828 2065
117 3600 459 19 0.004775 805 2236
118 1109 1196 65 0.001625 37 1007
119 366 339 85 0.001625 708 2464
120 778 1282 90 0.000500 541 1983
121 386 1616 32 0.000950 1573 2587
122 3918 1217 15 0.003875 1447 1875
123 3332 1049 71 0.000725 1473 3274
124 2597 349 76 0.001850 768 2220
125 811 1295 46 0.001850 310 1683
126 241 1069 60 0.002750 1741 3101
127 2658 360 58 0.004550 1281 1343
128 394 1944 98 0.004550 102 857
129 3786 1862 78 0.002300 1842 3046
130 264 36 40 0.000500 1576 2252
