TYPE: TOPSTPTW
NODES: 200
TOURS: 4
T_MAX: 3690
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 3690
2 2650 802 42 0.003200 1579 2579
3 1774 107 91 0.000725 1189 2537
4 1307 964 31 0.002975 1024 2401
5 3806 746 62 0.003200 106 2254
6 2687 1353 90 0.000500 34 43
7 43 1957 30 0.000500 621 1741
8 3092 1668 90 0.000500 1525 2014
9 185 1542 27 0.002075 1526 2415
10 834 629 33 0.001175 1137 3579
11 40 462 62 0.000950 774 1794
12 1183 1391 64 0.003650 841 3236
13 2048 1628 86 0.004100 344 2160
14 1097 643 40 0.000500 912 2501
15 1838 1732 70 0.002750 348 2037
16 234 1118 12 0.003200 1592 1929
17 3314 1881 75 0.003875 1160 2485
18 737 1285 52 0.000950 252 1865
19 779 777 36 0.004100 1527 1906
20 2312 1949 41 0.000725 1433 2707
21 2576 189 75 0.001625 826 849
22 3078 1541 39 0.004775 639 2528
23 2781 478 29 0.004775 301 2061
24 705 1812 97 0.004325 1290 1364
25 3409 1917 26 0.001850 1250 2242
26 323 1714 67 0.004325 549 978
27 1660 1556 76 0.004100 140 1390
28 3729 1188 67 0.004325 1823 3011
29 693 1383 16 0.004100 359 1620
30 2361 640 41 0.000725 346 1972
31 2433 1538 21 0.002975 366 1967
32 554 1825 49 0.004775 1624 3191
33 913 317 70 0.002750 1369 1514
34 3586 1909 15 0.003875 1319 2284
35 2636 727 43 0.001175 920 1985
36 1000 457 27 0.004325 916 2756
37 482 1337 29 0.004775 796 2994
38 3704 1082 26 0.001850 1252 2148
39 3635 1174 49 0.002525 315 1252
40 1362 1526 18 0.002300 646 2568
41 2049 417 46 0.001850 1682 2892
42 2552 1909 61 0.000725 1400 3564
43 3939 640 89 0.004775 1229 2272
44 219 898 47 0.004325 158 1263
45 812 351 93 0.001175 481 2618
46 901 1552 33 0.003425 1760 2383
47 2513 1572 45 0.001625 1018 2843
48 242 584 26 0.001850 1625 2612
49 826 1226 82 0.003200 297 2567
50 3278 799 37 0.004325 1705 2569
51 86 1065 81 0.002975 1178 2003
52 14 454 28 0.002300 112 2478
53 1327 1893 80 0.000500 3 438
54 2773 1286 19 0.004775 1545 2671
55 2469 1838 87 0.002075 205 254
56 3835 963 38 0.004550 949 1038
57 1031 428 29 0.004775 649 2747
58 3853 1712 85 0.001625 944 1890
59 1868 197 95 0.001625 570 2572
60 1544 863 77 0.002075 771 2986
61 457 1607 94 0.001400 1547 2954
62 3174 1064 18 0.004550 663 1160
63 192 1004 36 0.004100 1389 1814
64 2318 1925 23 0.001175 1316 3005
65 2232 1374 16 0.001850 569 3005
66 396 828 64 0.001400 144 2214
67 2365 1649 64 0.003650 297 1862
68 2499 658 17 0.004325 1746 2636
69 1410 307 17 0.004325 1020 3386
70 2990 214 64 0.001400 1568 3476
71 3646 1018 84 0.001400 334 1220
72 3394 1028 22 0.000950 853 957
73 1779 90 79 0.002525 11 1243
74 1058 372 90 0.002750 109 1249
75 2933 1459 82 0.003200 697 1982
76 3099 173 42 0.003200 1045 2239
77 2178 978 16 0.004100 156 1262
78 138 1610 48 0.002300 479 2730
79 2082 1753 65 0.003875 836 1185
80 2302 1127 19 0.002525 1676 2894
81 805 272 97 0.004325 128 2411
82 22 1617 29 0.004775 864 2135
83 3213 1085 78 0.004550 131 1597
84 99 536 15 0.003875 305 1581
85 1533 1780 83 0.003425 634 2003
86 3564 676 20 0.000500 1596 2198
87 29 6 45 0.003875 1444 3227
88 3808 1375 63 0.001175 37 474
89 2221 291 92 0.003200 1580 2779
90 3499 1885 84 0.001400 958 2111
91 3124 408 32 0.003200 249 339
92 781 671 22 0.003200 826 2435
93 1027 1041 98 0.002300 1723 2218
94 3249 378 37 0.002075 1457 3160
95 3297 491 18 0.002300 1275 2388
96 213 220 83 0.003425 1750 3195
97 721 186 17 0.002075 1374 2544
98 3736 1542 68 0.004550 146 652
99 868 731 79 0.004775 686 1930
100 960 303 13 0.001175 321 2377
101 1380 939 79 0.004775 768 1286
102 2848 96 74 0.001400 1107 2378
103 3510 1671 61 0.000725 1521 3444
104 457 334 81 0.002975 1470 3423
105 3888 666 64 0.003650 239 1775
106 984 965 69 0.002525 41 1939
107 2721 1482 73 0.001175 1345 2919
108 1286 525 21 0.002975 359 1566
109 2716 1432 18 0.002300 1430 1807
110 738 1325 93 0.001175 1575 3049
111 1251 1832 33 0.001175 178 2485
112 2728 1698 26 0.001850 75 2231
113 3815 169 34 0.001400 1816 2474
114 3683 1533 96 0.004100 1721 3109
115 1247 1945 52 0.003200 552 1471
116 123 862 95 0.001625 1604 3321
117 1234 1946 40 0.000500 931 1159
118 252 1240 62 0.003200 1622 2652
119 611 673 34 0.001400 529 1869
120 2576 1676 32 0.003200 351 2224
121 928 1700 28 0.002300 664 2465
122 53 857 20 0.002750 1679 2353
123 1807 1711 18 0.004550 47 411
124 274 1420 84 0.003650 1559 1590
125 2574 946 20 0.000500 1563 3653
126 178 24 32 0.000950 1783 2543
127 2678 1825 13 0.001175 1723 2806
128 1795 962 67 0.004325 1523 3343
129 3384 1498 32 0.000950 1480 2643
130 3520 1079 19 0.004775 1714 2518
131 1256 61 67 0.004325 400 1171
132 1424 1728 12 0.003200 606 2473
133 3913 192 65 0.001625 325 2581
134 3085 1528 33 0.003425 1516 2021
135 2573 1969 52 0.000950 223 1376
136 463 1670 73 0.003425 1729 3175
