TYPE: TOPSTPTW
NODES: 125
TOURS: 3
T_MAX: 4927
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 4927
2 556 1056 92 0.003200 1574 3381
3 3675 1522 77 0.004325 1222 4035
4 1182 1853 75 0.003875 1249 3949
5 3595 111 26 0.001850 1695 4137
6 962 1895 77 0.004325 955 3790
7 2030 1186 76 0.004100 1045 1658
8 3507 1851 58 0.004550 1041 2156
9 2642 1269 51 0.002975 1284 3759
10 3438 901 29 0.004775 1742 4331
11 3858 1472 30 0.002750 1603 4467
12 2937 1568 15 0.001625 860 1916
13 376 1018 54 0.003650 2332 3171
14 839 1355 44 0.003650 0 3141
15 706 1925 31 0.002975 1604 2220
16 749 920 59 0.002525 1329 4480
17 298 615 23 0.003425 423 3016
18 694 552 86 0.001850 722 2736
19 387 190 47 0.004325 382 1354
20 2801 695 86 0.004100 2141 3926
21 3133 1143 56 0.004100 133 2472
22 1517 266 83 0.001175 1919 2377
23 1538 224 62 0.000950 790 2376
24 844 520 24 0.001400 144 1662
25 2639 1239 18 0.004550 827 2185
26 3123 217 20 0.000500 1162 3855
27 2489 1520 59 0.002525 2283 2719
28 3834 1827 91 0.000725 363 1190
29 3417 1808 15 0.001625 2069 2810
30 2938 543 71 0.000725 599 1505
31 71 1323 54 0.003650 1637 4068
32 3245 1828 43 0.003425 648 2796
33 731 1741 52 0.003200 1913 3886
34 2312 1270 82 0.000950 1982 2805
35 2426 1851 57 0.004325 135 1842
36 380 478 58 0.004550 172 1155
37 2310 635 75 0.001625 2095 2267
38 2830 775 15 0.001625 1709 2911
39 3829 513 32 0.000950 1155 3451
40 3684 445 89 0.002525 2434 3787
41 171 514 65 0.001625 2229 3126
42 627 1261 98 0.002300 609 1009
43 1490 1123 13 0.003425 1328 3222
44 61 81 62 0.000950 1527 2424
45 422 542 74 0.001400 1947 3451
46 2698 1221 59 0.004775 426 2229
47 2372 127 79 0.004775 219 2908
48 177 1390 47 0.002075 1904 3235
49 3084 748 62 0.003200 140 1685
50 1213 910 63 0.001175 415 1029
51 3 1817 30 0.000500 2277 3008
52 1782 995 87 0.004325 1540 3862
53 3896 742 58 0.004550 2004 2437
54 1829 812 41 0.000725 789 2569
55 1286 550 46 0.004100 239 878
56 3017 108 75 0.001625 2453 4328
57 2132 1432 64 0.001400 1782 3506
58 2000 1110 60 0.002750 1365 3651
59 3317 1966 73 0.001175 1213 2967
60 1729 1498 87 0.002075 1374 2328
61 2408 1747 25 0.003875 571 3607
62 3292 152 34 0.001400 1032 2235
63 193 1210 63 0.001175 2423 3825
64 782 1462 94 0.001400 2164 4109
65 2503 352 75 0.003875 757 1835
66 1697 1924 31 0.000725 1919 2953
67 3821 147 18 0.002300 1266 2153
68 3370 791 31 0.000725 1509 1535
69 3162 367 29 0.002525 285 1275
70 3938 516 54 0.003650 790 1146
71 2741 1583 14 0.001400 315 2018
72 2330 741 21 0.002975 633 2731
73 3918 1088 66 0.001850 1068 3968
74 1794 1589 63 0.001175 1392 4163
75 2929 485 94 0.003650 1765 2718
76 3453 1998 61 0.002975 1208 4350
77 896 705 81 0.000725 259 354
78 399 850 89 0.002525 656 1115
79 2614 195 29 0.002525 1060 2334
80 2800 653 43 0.003425 54 666
81 2630 20 50 0.002750 2021 4531
82 563 1513 16 0.004100 482 3506
83 1090 1652 52 0.000950 2346 2654
84 2009 1163 32 0.003200 907 3017
85 3876 1165 11 0.000725 1946 2945
86 3084 774 88 0.004550 2256 3997
87 1526 1612 88 0.004550 1982 3369
88 1612 328 60 0.000500 1403 4500
89 1423 1322 55 0.001625 210 1873
90 3058 1276 24 0.003650 778 2524
91 3782 1865 77 0.002075 767 965
92 347 252 69 0.004775 2029 3322
93 3904 1444 48 0.002300 1136 1253
94 2191 1579 90 0.002750 981 2883
95 3220 1454 94 0.003650 1680 4880
96 468 319 77 0.002075 739 3444
97 3611 1968 99 0.004775 2380 4133
98 3114 1629 73 0.001175 1177 1363
99 3515 1892 17 0.002075 2310 4494
100 3060 155 75 0.003875 213 3445
101 2995 264 29 0.004775 54 312
102 202 233 85 0.003875 1673 3758
103 981 848 39 0.002525 1170 4206
104 1346 408 54 0.003650 1943 3373
105 781 670 21 0.002975 1064 2800
106 1009 1001 40 0.002750 533 1432
107 2927 1777 34 0.001400 525 1001
108 2982 949 71 0.002975 1422 4384
109 555 1121 66 0.004100 1491 4639
110 464 1302 66 0.001850 1733 3434
111 3452 637 49 0.002525 794 2055
112 571 1982 43 0.003425 1175 1829
113 2656 128 94 0.001400 1427 2079
114 1623 1723 26 0.001850 28 944
115 2067 694 71 0.000725 22 650
116 1725 927 52 0.003200 1761 1858
117 3600 459 19 0.004775 273 745
118 1109 1196 65 0.001625 1580 2143
119 366 339 85 0.001625 1345 4060
120 778 1282 90 0.000500 447 867
121 386 1616 32 0.000950 1405 4675
122 3918 1217 15 0.003875 2423 2838
123 3332 1049 71 0.000725 1653 2337
124 2597 349 76 0.001850 1696 3943
125 811 1295 46 0.001850 450 560
