TYPE: TOPSTPTW
NODES: 125
TOURS: 3
T_MAX: 4896
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 4896
2 2650 802 42 0.003200 1565 3216
3 1774 107 91 0.000725 388 1277
4 1307 964 31 0.002975 2440 2928
5 3806 746 62 0.003200 1242 1892
6 2687 1353 90 0.000500 1747 2499
7 43 1957 30 0.000500 259 3012
8 3092 1668 90 0.000500 417 3332
9 185 1542 27 0.002075 1206 3337
10 834 629 33 0.001175 329 2941
11 40 462 62 0.000950 925 989
12 1183 1391 64 0.003650 98 3082
13 2048 1628 86 0.004100 628 1581
14 1097 643 40 0.000500 2154 2443
15 1838 1732 70 0.002750 2288 4428
16 234 1118 12 0.003200 1875 4711
17 3314 1881 75 0.003875 522 2059
18 737 1285 52 0.000950 1562 2560
19 779 777 36 0.004100 871 3827
20 2312 1949 41 0.000725 1430 2535
21 2576 189 75 0.001625 2053 3683
22 3078 1541 39 0.004775 1226 3924
23 2781 478 29 0.004775 1732 2378
24 705 1812 97 0.004325 1974 3124
25 3409 1917 26 0.001850 1790 3688
26 323 1714 67 0.004325 2176 2421
27 1660 1556 76 0.004100 2052 3976
28 3729 1188 67 0.004325 555 3250
29 693 1383 16 0.004100 2423 2822
30 2361 640 41 0.000725 1697 2081
31 2433 1538 21 0.002975 1136 4059
32 554 1825 49 0.004775 387 1887
33 913 317 70 0.002750 2285 2880
34 3586 1909 15 0.003875 1337 2343
35 2636 727 43 0.001175 168 3395
36 1000 457 27 0.004325 439 1942
37 482 1337 29 0.004775 709 2417
38 3704 1082 26 0.001850 1823 3082
39 3635 1174 49 0.002525 87 3063
40 1362 1526 18 0.002300 1453 4540
41 2049 417 46 0.001850 768 1777
42 2552 1909 61 0.000725 516 1792
43 3939 640 89 0.004775 1700 3990
44 219 898 47 0.004325 738 3567
45 812 351 93 0.001175 1497 2901
46 901 1552 33 0.003425 258 2173
47 2513 1572 45 0.001625 1869 4170
48 242 584 26 0.001850 1598 2203
49 826 1226 82 0.003200 1859 2301
50 3278 799 37 0.004325 2254 3188
51 86 1065 81 0.002975 1803 4124
52 14 454 28 0.002300 1825 3532
53 1327 1893 80 0.000500 45 2198
54 2773 1286 19 0.004775 1719 2930
55 2469 1838 87 0.002075 2066 3245
56 3835 963 38 0.004550 1178 2055
57 1031 428 29 0.004775 2319 3644
58 3853 1712 85 0.001625 2343 2847
59 1868 197 95 0.001625 1999 2586
60 1544 863 77 0.002075 1308 4154
61 457 1607 94 0.001400 1756 3288
62 3174 1064 18 0.004550 1839 4419
63 192 1004 36 0.004100 1178 2484
64 2318 1925 23 0.001175 424 875
65 2232 1374 16 0.001850 640 2514
66 396 828 64 0.001400 284 2214
67 2365 1649 64 0.003650 948 3695
68 2499 658 17 0.004325 2136 3274
69 1410 307 17 0.004325 801 3007
70 2990 214 64 0.001400 1654 4576
71 3646 1018 84 0.001400 1767 4791
72 3394 1028 22 0.000950 1743 4614
73 1779 90 79 0.002525 1008 3028
74 1058 372 90 0.002750 621 1564
75 2933 1459 82 0.003200 1099 2766
76 3099 173 42 0.003200 956 2010
77 2178 978 16 0.004100 1654 3243
78 138 1610 48 0.002300 1628 4535
79 2082 1753 65 0.003875 1996 3550
80 2302 1127 19 0.002525 885 2213
81 805 272 97 0.004325 665 951
82 22 1617 29 0.004775 440 1696
83 3213 1085 78 0.004550 1926 2497
84 99 536 15 0.003875 862 1548
85 1533 1780 83 0.003425 2294 4118
86 3564 676 20 0.000500 1344 2389
87 29 6 45 0.003875 1148 3555
88 3808 1375 63 0.001175 545 3602
89 2221 291 92 0.003200 1110 2573
90 3499 1885 84 0.001400 124 1758
91 3124 408 32 0.003200 986 2316
92 781 671 22 0.003200 1285 2038
93 1027 1041 98 0.002300 1499 4396
94 3249 378 37 0.002075 2367 2591
95 3297 491 18 0.002300 72 1708
96 213 220 83 0.003425 1642 1771
97 721 186 17 0.002075 1441 1706
98 3736 1542 68 0.004550 886 4064
99 868 731 79 0.004775 2007 4379
100 960 303 13 0.001175 744 928
101 1380 939 79 0.004775 1887 2072
102 2848 96 74 0.001400 440 2983
103 3510 1671 61 0.000725 1395 3771
104 457 334 81 0.002975 101 1731
105 3888 666 64 0.003650 2102 2270
106 984 965 69 0.002525 1766 3473
107 2721 1482 73 0.001175 321 1073
108 1286 525 21 0.002975 813 1511
109 2716 1432 18 0.002300 1614 3386
110 738 1325 93 0.001175 2426 3745
111 1251 1832 33 0.001175 80 1077
112 2728 1698 26 0.001850 1802 2778
113 3815 169 34 0.001400 845 3749
114 3683 1533 96 0.004100 121 2157
115 1247 1945 52 0.003200 1210 2666
116 123 862 95 0.001625 75 2198
117 1234 1946 40 0.000500 1713 3024
118 252 1240 62 0.003200 1139 1806
119 611 673 34 0.001400 2113 4450
120 2576 1676 32 0.003200 78 442
121 928 1700 28 0.002300 1906 1940
122 53 857 20 0.002750 383 1774
123 1807 1711 18 0.004550 2100 4038
124 274 1420 84 0.003650 2152 2511
125 2574 946 20 0.000500 1587 3041
