TYPE: TOPSTPTW
NODES: 200
TOURS: 3
T_MAX: 4920
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 4920
2 2650 802 42 0.003200 2436 2608
3 1774 107 91 0.000725 2318 3594
4 1307 964 31 0.002975 596 1847
5 3806 746 62 0.003200 1897 2303
6 2687 1353 90 0.000500 641 2754
7 43 1957 30 0.000500 1202 2826
8 3092 1668 90 0.000500 1777 3804
9 185 1542 27 0.002075 2279 2355
10 834 629 33 0.001175 1118 1782
11 40 462 62 0.000950 2074 3449
12 1183 1391 64 0.003650 741 2120
13 2048 1628 86 0.004100 1107 2027
14 1097 643 40 0.000500 510 1806
15 1838 1732 70 0.002750 673 2463
16 234 1118 12 0.003200 1245 3283
17 3314 1881 75 0.003875 2007 3188
18 737 1285 52 0.000950 1151 2292
19 779 777 36 0.004100 1585 1616
20 2312 1949 41 0.000725 275 2364
21 2576 189 75 0.001625 1153 1580
22 3078 1541 39 0.004775 1458 2650
23 2781 478 29 0.004775 589 742
24 705 1812 97 0.004325 634 1476
25 3409 1917 26 0.001850 895 3342
26 323 1714 67 0.004325 2108 2213
27 1660 1556 76 0.004100 649 1909
28 3729 1188 67 0.004325 1415 1893
29 693 1383 16 0.004100 1614 3732
30 2361 640 41 0.000725 1386 1892
31 2433 1538 21 0.002975 590 1609
32 554 1825 49 0.004775 740 1370
33 913 317 70 0.002750 58 531
34 3586 1909 15 0.003875 1210 1916
35 2636 727 43 0.001175 1424 2793
36 1000 457 27 0.004325 1773 4091
37 482 1337 29 0.004775 594 1335
38 3704 1082 26 0.001850 1122 1561
39 3635 1174 49 0.002525 1673 3169
40 1362 1526 18 0.002300 336 3521
41 2049 417 46 0.001850 2089 4736
42 2552 1909 61 0.000725 862 2080
43 3939 640 89 0.004775 400 3512
44 219 898 47 0.004325 1750 4042
45 812 351 93 0.001175 990 4260
46 901 1552 33 0.003425 938 3449
47 2513 1572 45 0.001625 1000 3203
48 242 584 26 0.001850 361 1517
49 826 1226 82 0.003200 1685 3447
50 3278 799 37 0.004325 162 1723
51 86 1065 81 0.002975 2113 3675
52 14 454 28 0.002300 2186 4546
53 1327 1893 80 0.000500 2292 3008
54 2773 1286 19 0.004775 1488 4546
55 2469 1838 87 0.002075 1556 4373
56 3835 963 38 0.004550 1934 2928
57 1031 428 29 0.004775 1267 2724
58 3853 1712 85 0.001625 682 3714
59 1868 197 95 0.001625 1321 2091
60 1544 863 77 0.002075 2283 3901
61 457 1607 94 0.001400 496 2652
62 3174 1064 18 0.004550 2250 4515
63 192 1004 36 0.004100 2350 2370
64 2318 1925 23 0.001175 1329 2902
65 2232 1374 16 0.001850 81 354
66 396 828 64 0.001400 2015 4860
67 2365 1649 64 0.003650 1446 2347
68 2499 658 17 0.004325 639 2029
69 1410 307 17 0.004325 473 1540
70 2990 214 64 0.001400 887 3235
71 3646 1018 84 0.001400 1716 4517
72 3394 1028 22 0.000950 737 3348
73 1779 90 79 0.002525 462 3672
74 1058 372 90 0.002750 813 2716
75 2933 1459 82 0.003200 1515 3209
76 3099 173 42 0.003200 597 1588
77 2178 978 16 0.004100 2067 4423
78 138 1610 48 0.002300 1582 4338
79 2082 1753 65 0.003875 149 1129
80 2302 1127 19 0.002525 1660 2356
81 805 272 97 0.004325 1665 2373
82 22 1617 29 0.004775 1405 3365
83 3213 1085 78 0.004550 298 1018
84 99 536 15 0.003875 339 972
85 1533 1780 83 0.003425 950 2389
86 3564 676 20 0.000500 673 3787
87 29 6 45 0.003875 139 217
88 3808 1375 63 0.001175 404 1371
89 2221 291 92 0.003200 1389 2374
90 3499 1885 84 0.001400 679 2834
91 3124 408 32 0.003200 1738 3594
92 781 671 22 0.003200 796 1027
93 1027 1041 98 0.002300 2229 3075
94 3249 378 37 0.002075 2150 4316
95 3297 491 18 0.002300 1126 3723
96 213 220 83 0.003425 1484 3545
97 721 186 17 0.002075 1015 3134
98 3736 1542 68 0.004550 196 412
99 868 731 79 0.004775 2121 3773
100 960 303 13 0.001175 2110 3804
101 1380 939 79 0.004775 1894 2220
102 2848 96 74 0.001400 4 1028
103 3510 1671 61 0.000725 1619 4607
104 457 334 81 0.002975 144 1319
105 3888 666 64 0.003650 1262 2399
106 984 965 69 0.002525 1052 4268
107 2721 1482 73 0.001175 1910 4143
108 1286 525 21 0.002975 1017 1237
109 2716 1432 18 0.002300 763 3114
110 738 1325 93 0.001175 1454 3168
111 1251 1832 33 0.001175 1446 3007
112 2728 1698 26 0.001850 864 1836
113 3815 169 34 0.001400 2141 3250
114 3683 1533 96 0.004100 1852 3723
115 1247 1945 52 0.003200 351 1343
116 123 862 95 0.001625 301 1106
117 1234 1946 40 0.000500 2123 2567
118 252 1240 62 0.003200 2045 2269
119 611 673 34 0.001400 431 2270
120 2576 1676 32 0.003200 1123 3386
121 928 1700 28 0.002300 1042 3320
122 53 857 20 0.002750 1888 1953
123 1807 1711 18 0.004550 1627 2320
124 274 1420 84 0.003650 2271 3114
125 2574 946 20 0.000500 1309 4437
126 178 24 32 0.000950 2437 4390
127 2678 1825 13 0.001175 163 295
128 1795 962 67 0.004325 2153 4124
129 3384 1498 32 0.000950 2271 3973
130 3520 1079 19 0.004775 929 957
131 1256 61 67 0.004325 1944 3559
132 1424 1728 12 0.003200 924 3306
133 3913 192 65 0.001625 1474 4400
134 3085 1528 33 0.003425 188 2368
135 2573 1969 52 0.000950 448 1755
136 463 1670 73 0.003425 744 3491
137 3875 598 73 0.003425 60 2490
138 298 1513 21 0.002975 1199 4258
139 3479 821 80 0.000500 861 2382
140 2542 236 88 0.004550 2322 3045
141 3955 1743 38 0.004550 466 2141
142 1323 280 83 0.001175 1081 2767
143 3447 1830 67 0.004325 2239 3635
144 2936 337 43 0.003425 1957 4076
145 1621 1830 41 0.002975 655 1416
146 3373 1646 79 0.004775 2399 3300
147 1393 1368 71 0.000725 2389 3794
148 3874 1318 72 0.003200 1573 3971
149 938 955 13 0.003425 1243 1879
150 3022 474 86 0.004100 1934 4839
151 2482 1183 75 0.001625 256 916
152 3854 923 17 0.004325 1204 2140
153 376 825 41 0.000725 1425 1515
154 2519 135 54 0.003650 2056 3042
155 2945 1622 77 0.002075 1789 3362
156 953 268 61 0.000725 1467 3567
157 2628 1479 67 0.002075 1675 3265
158 2097 981 28 0.004550 1109 2084
159 890 1846 46 0.004100 605 3212
160 2139 1806 85 0.001625 2432 4104
161 2421 1007 18 0.002300 1430 3300
162 2290 1810 60 0.000500 1277 4024
163 1115 1052 17 0.002075 1716 4536
164 2588 302 20 0.002750 1786 2114
165 327 265 62 0.003200 777 1763
166 241 341 52 0.000950 1640 4830
167 1917 687 94 0.001400 1353 2216
168 2991 792 13 0.001175 190 479
169 2573 599 32 0.003200 1753 4404
170 19 674 73 0.003425 141 2023
171 3911 1673 14 0.001400 530 673
172 872 1559 11 0.002975 1937 3814
173 2863 558 11 0.000725 1567 3712
174 929 1766 95 0.003875 1832 2921
175 839 620 29 0.004775 261 1084
