TYPE: TOPSTPTW
NODES: 150
TOURS: 2
T_MAX: 7380
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 7380
2 2650 802 42 0.003200 1430 3309
3 1774 107 91 0.000725 2712 6986
4 1307 964 31 0.002975 3104 3468
5 3806 746 62 0.003200 2128 5497
6 2687 1353 90 0.000500 2369 2372
7 43 1957 30 0.000500 4 4476
8 3092 1668 90 0.000500 1759 5152
9 185 1542 27 0.002075 2330 4201
10 834 629 33 0.001175 1075 1942
11 40 462 62 0.000950 901 1500
12 1183 1391 64 0.003650 431 2915
13 2048 1628 86 0.004100 2358 5226
14 1097 643 40 0.000500 3199 4313
15 1838 1732 70 0.002750 2671 5888
16 234 1118 12 0.003200 1271 4463
17 3314 1881 75 0.003875 1156 4962
18 737 1285 52 0.000950 1138 2975
19 779 777 36 0.004100 1772 5600
20 2312 1949 41 0.000725 1631 2543
21 2576 189 75 0.001625 1418 3705
22 3078 1541 39 0.004775 500 887
23 2781 478 29 0.004775 1118 3280
24 705 1812 97 0.004325 2949 3684
25 3409 1917 26 0.001850 3548 5029
26 323 1714 67 0.004325 3610 4930
27 1660 1556 76 0.004100 184 3727
28 3729 1188 67 0.004325 885 5537
29 693 1383 16 0.004100 692 5204
30 2361 640 41 0.000725 1911 3587
31 2433 1538 21 0.002975 662 2671
32 554 1825 49 0.004775 78 2925
33 913 317 70 0.002750 2958 4030
34 3586 1909 15 0.003875 3249 6252
35 2636 727 43 0.001175 3602 5337
36 1000 457 27 0.004325 2109 6462
37 482 1337 29 0.004775 2598 4223
38 3704 1082 26 0.001850 1093 3398
39 3635 1174 49 0.002525 2079 4258
40 1362 1526 18 0.002300 1736 5680
41 2049 417 46 0.001850 1117 2328
42 2552 1909 61 0.000725 1622 6430
43 3939 640 89 0.004775 1649 4592
44 219 898 47 0.004325 3276 7356
45 812 351 93 0.001175 67 144
46 901 1552 33 0.003425 2953 5332
47 2513 1572 45 0.001625 2660 4927
48 242 584 26 0.001850 801 907
49 826 1226 82 0.003200 2169 3243
50 3278 799 37 0.004325 1255 4033
51 86 1065 81 0.002975 3518 4401
52 14 454 28 0.002300 2635 4240
53 1327 1893 80 0.000500 209 2755
54 2773 1286 19 0.004775 825 3474
55 2469 1838 87 0.002075 2223 5733
56 3835 963 38 0.004550 3283 3845
57 1031 428 29 0.004775 698 2194
58 3853 1712 85 0.001625 251 767
59 1868 197 95 0.001625 1350 5441
60 1544 863 77 0.002075 353 2932
61 457 1607 94 0.001400 2649 3459
62 3174 1064 18 0.004550 3095 6059
63 192 1004 36 0.004100 230 3288
64 2318 1925 23 0.001175 663 3068
65 2232 1374 16 0.001850 3050 5705
66 396 828 64 0.001400 2978 3563
67 2365 1649 64 0.003650 3544 6720
68 2499 658 17 0.004325 671 1039
69 1410 307 17 0.004325 202 4858
70 2990 214 64 0.001400 1912 5134
71 3646 1018 84 0.001400 1684 4989
72 3394 1028 22 0.000950 325 1628
73 1779 90 79 0.002525 2518 4328
74 1058 372 90 0.002750 1778 5106
75 2933 1459 82 0.003200 3673 3746
76 3099 173 42 0.003200 589 4958
77 2178 978 16 0.004100 492 893
78 138 1610 48 0.002300 1386 2856
79 2082 1753 65 0.003875 59 2396
80 2302 1127 19 0.002525 55 4476
81 805 272 97 0.004325 2132 2969
82 22 1617 29 0.004775 1685 2911
83 3213 1085 78 0.004550 2929 6022
84 99 536 15 0.003875 2375 6612
85 1533 1780 83 0.003425 2735 7266
86 3564 676 20 0.000500 1371 4816
87 29 6 45 0.003875 3170 5685
88 3808 1375 63 0.001175 1795 3873
89 2221 291 92 0.003200 2947 5764
90 3499 1885 84 0.001400 2723 5717
91 3124 408 32 0.003200 352 4664
92 781 671 22 0.003200 2863 6852
93 1027 1041 98 0.002300 1449 2793
94 3249 378 37 0.002075 318 4058
95 3297 491 18 0.002300 1524 2002
96 213 220 83 0.003425 1258 5110
97 721 186 17 0.002075 534 3534
98 3736 1542 68 0.004550 2928 7355
99 868 731 79 0.004775 1757 2166
100 960 303 13 0.001175 794 2374
101 1380 939 79 0.004775 3609 4058
102 2848 96 74 0.001400 27 4661
103 3510 1671 61 0.000725 1034 4446
104 457 334 81 0.002975 1671 3119
105 3888 666 64 0.003650 2464 6576
106 984 965 69 0.002525 460 5335
107 2721 1482 73 0.001175 1982 2382
108 1286 525 21 0.002975 2794 4731
109 2716 1432 18 0.002300 425 5280
110 738 1325 93 0.001175 3417 4593
111 1251 1832 33 0.001175 2221 6425
112 2728 1698 26 0.001850 2385 4962
113 3815 169 34 0.001400 235 3256
114 3683 1533 96 0.004100 2779 5579
115 1247 1945 52 0.003200 2632 4991
116 123 862 95 0.001625 1808 2144
117 1234 1946 40 0.000500 3443 4216
118 252 1240 62 0.003200 2693 4244
119 611 673 34 0.001400 2077 5080
120 2576 1676 32 0.003200 140 2492
121 928 1700 28 0.002300 908 1699
122 53 857 20 0.002750 947 1558
123 1807 1711 18 0.004550 2552 4496
124 274 1420 84 0.003650 3094 3579
125 2574 946 20 0.000500 1930 6541
126 178 24 32 0.000950 1697 3523
127 2678 1825 13 0.001175 1326 3621
128 1795 962 67 0.004325 3584 4977
129 3384 1498 32 0.000950 1239 3895
130 3520 1079 19 0.004775 2132 5011
131 1256 61 67 0.004325 2876 5143
132 1424 1728 12 0.003200 2930 6683
133 3913 192 65 0.001625 3075 6320
134 3085 1528 33 0.003425 1594 6287
135 2573 1969 52 0.000950 450 2516
136 463 1670 73 0.003425 3485 4928
137 3875 598 73 0.003425 757 3135
138 298 1513 21 0.002975 3546 6988
139 3479 821 80 0.000500 2230 2382
140 2542 236 88 0.004550 1052 2966
141 3955 1743 38 0.004550 281 864
142 1323 280 83 0.001175 825 1020
143 3447 1830 67 0.004325 1411 2430
144 2936 337 43 0.003425 2734 4742
145 1621 1830 41 0.002975 1982 3402
146 3373 1646 79 0.004775 1073 1116
147 1393 1368 71 0.000725 3670 6131
148 3874 1318 72 0.003200 1833 2816
149 938 955 13 0.003425 576 3776
150 3022 474 86 0.004100 600 4924
