TYPE: TOPSTPTW
NODES: 125
TOURS: 4
T_MAX: 3672
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 3672
2 2650 802 42 0.003200 1581 2408
3 1774 107 91 0.000725 293 686
4 1307 964 31 0.002975 1032 1544
5 3806 746 62 0.003200 88 1462
6 2687 1353 90 0.000500 1286 3045
7 43 1957 30 0.000500 250 340
8 3092 1668 90 0.000500 778 1349
9 185 1542 27 0.002075 1111 1854
10 834 629 33 0.001175 144 909
11 40 462 62 0.000950 818 2979
12 1183 1391 64 0.003650 416 1969
13 2048 1628 86 0.004100 1601 3368
14 1097 643 40 0.000500 1536 2706
15 1838 1732 70 0.002750 763 926
16 234 1118 12 0.003200 1480 1643
17 3314 1881 75 0.003875 1127 2897
18 737 1285 52 0.000950 942 2163
19 779 777 36 0.004100 651 1647
20 2312 1949 41 0.000725 1770 3439
21 2576 189 75 0.001625 1223 3111
22 3078 1541 39 0.004775 241 1107
23 2781 478 29 0.004775 816 2395
24 705 1812 97 0.004325 1373 2806
25 3409 1917 26 0.001850 630 1847
26 323 1714 67 0.004325 612 1868
27 1660 1556 76 0.004100 142 351
28 3729 1188 67 0.004325 583 2119
29 693 1383 16 0.004100 920 1746
30 2361 640 41 0.000725 17 504
31 2433 1538 21 0.002975 1425 3183
32 554 1825 49 0.004775 1279 1706
33 913 317 70 0.002750 1649 3246
34 3586 1909 15 0.003875 1595 2473
35 2636 727 43 0.001175 1222 2543
36 1000 457 27 0.004325 1036 3187
37 482 1337 29 0.004775 1629 1730
38 3704 1082 26 0.001850 753 1759
39 3635 1174 49 0.002525 101 157
40 1362 1526 18 0.002300 1360 1530
41 2049 417 46 0.001850 29 922
42 2552 1909 61 0.000725 1283 2637
43 3939 640 89 0.004775 93 1658
44 219 898 47 0.004325 583 1444
45 812 351 93 0.001175 1474 3178
46 901 1552 33 0.003425 842 1757
47 2513 1572 45 0.001625 580 2242
48 242 584 26 0.001850 1591 3643
49 826 1226 82 0.003200 1290 1907
50 3278 799 37 0.004325 1640 2247
51 86 1065 81 0.002975 1834 3524
52 14 454 28 0.002300 356 572
53 1327 1893 80 0.000500 1718 3280
54 2773 1286 19 0.004775 1323 1365
55 2469 1838 87 0.002075 971 3407
56 3835 963 38 0.004550 351 2368
57 1031 428 29 0.004775 172 1608
58 3853 1712 85 0.001625 752 1387
59 1868 197 95 0.001625 271 1370
60 1544 863 77 0.002075 1517 2674
61 457 1607 94 0.001400 1268 2259
62 3174 1064 18 0.004550 138 515
63 192 1004 36 0.004100 1183 2523
64 2318 1925 23 0.001175 558 1535
65 2232 1374 16 0.001850 1253 2183
66 396 828 64 0.001400 1078 1830
67 2365 1649 64 0.003650 1062 2091
68 2499 658 17 0.004325 203 2136
69 1410 307 17 0.004325 1055 3358
70 2990 214 64 0.001400 1214 3249
71 3646 1018 84 0.001400 359 1372
72 3394 1028 22 0.000950 182 787
73 1779 90 79 0.002525 92 192
74 1058 372 90 0.002750 1192 2867
75 2933 1459 82 0.003200 987 2008
76 3099 173 42 0.003200 703 1104
77 2178 978 16 0.004100 1456 1795
78 138 1610 48 0.002300 462 1052
79 2082 1753 65 0.003875 1533 2246
80 2302 1127 19 0.002525 1219 3117
81 805 272 97 0.004325 1454 1948
82 22 1617 29 0.004775 485 1885
83 3213 1085 78 0.004550 532 551
84 99 536 15 0.003875 682 3045
85 1533 1780 83 0.003425 1827 2459
86 3564 676 20 0.000500 355 392
87 29 6 45 0.003875 1429 3026
88 3808 1375 63 0.001175 962 2556
89 2221 291 92 0.003200 88 624
90 3499 1885 84 0.001400 1735 3014
91 3124 408 32 0.003200 367 1558
92 781 671 22 0.003200 1275 3177
93 1027 1041 98 0.002300 565 758
94 3249 378 37 0.002075 641 2294
95 3297 491 18 0.002300 1480 3269
96 213 220 83 0.003425 658 2375
97 721 186 17 0.002075 58 2023
98 3736 1542 68 0.004550 485 1664
99 868 731 79 0.004775 1754 2847
100 960 303 13 0.001175 492 2144
101 1380 939 79 0.004775 834 1598
102 2848 96 74 0.001400 670 2617
103 3510 1671 61 0.000725 1329 1883
104 457 334 81 0.002975 1266 2373
105 3888 666 64 0.003650 1296 3316
106 984 965 69 0.002525 1381 2458
107 2721 1482 73 0.001175 497 2944
108 1286 525 21 0.002975 520 1957
109 2716 1432 18 0.002300 776 1368
110 738 1325 93 0.001175 877 1744
111 1251 1832 33 0.001175 746 2178
112 2728 1698 26 0.001850 491 1426
113 3815 169 34 0.001400 1196 1815
114 3683 1533 96 0.004100 289 703
115 1247 1945 52 0.003200 1350 1765
116 123 862 95 0.001625 721 1391
117 1234 1946 40 0.000500 357 954
118 252 1240 62 0.003200 1747 2678
119 611 673 34 0.001400 1142 2251
120 2576 1676 32 0.003200 866 1226
121 928 1700 28 0.002300 1401 3182
122 53 857 20 0.002750 465 1012
123 1807 1711 18 0.004550 1151 2790
124 274 1420 84 0.003650 578 1502
125 2574 946 20 0.000500 1628 3588
