TYPE: TOPSTPTW
NODES: 200
TOURS: 3
T_MAX: 4934
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 4934
2 556 1056 92 0.003200 236 799
3 3675 1522 77 0.004325 915 4136
4 1182 1853 75 0.003875 1293 2720
5 3595 111 26 0.001850 2376 2943
6 962 1895 77 0.004325 537 1815
7 2030 1186 76 0.004100 1202 4481
8 3507 1851 58 0.004550 1663 2370
9 2642 1269 51 0.002975 2217 2331
10 3438 901 29 0.004775 833 1237
11 3858 1472 30 0.002750 35 2179
12 2937 1568 15 0.001625 219 790
13 376 1018 54 0.003650 660 1607
14 839 1355 44 0.003650 401 1843
15 706 1925 31 0.002975 1607 4810
16 749 920 59 0.002525 691 1741
17 298 615 23 0.003425 1109 3409
18 694 552 86 0.001850 424 892
19 387 190 47 0.004325 491 1864
20 2801 695 86 0.004100 1375 4343
21 3133 1143 56 0.004100 852 3756
22 1517 266 83 0.001175 2067 4006
23 1538 224 62 0.000950 779 3408
24 844 520 24 0.001400 1020 3198
25 2639 1239 18 0.004550 102 521
26 3123 217 20 0.000500 618 2028
27 2489 1520 59 0.002525 1641 2633
28 3834 1827 91 0.000725 814 3738
29 3417 1808 15 0.001625 371 3462
30 2938 543 71 0.000725 745 1866
31 71 1323 54 0.003650 2285 2814
32 3245 1828 43 0.003425 2058 3544
33 731 1741 52 0.003200 2013 3214
34 2312 1270 82 0.000950 952 1792
35 2426 1851 57 0.004325 1567 4161
36 380 478 58 0.004550 2392 2422
37 2310 635 75 0.001625 1219 3517
38 2830 775 15 0.001625 1517 2146
39 3829 513 32 0.000950 3 317
40 3684 445 89 0.002525 2053 2698
41 171 514 65 0.001625 2406 3519
42 627 1261 98 0.002300 2303 3015
43 1490 1123 13 0.003425 2097 2483
44 61 81 62 0.000950 916 3781
45 422 542 74 0.001400 2006 2684
46 2698 1221 59 0.004775 1133 3887
47 2372 127 79 0.004775 555 3070
48 177 1390 47 0.002075 84 835
49 3084 748 62 0.003200 252 2070
50 1213 910 63 0.001175 2002 3651
51 3 1817 30 0.000500 573 1066
52 1782 995 87 0.004325 477 543
53 3896 742 58 0.004550 1924 3786
54 1829 812 41 0.000725 991 1598
55 1286 550 46 0.004100 733 2010
56 3017 108 75 0.001625 1247 3674
57 2132 1432 64 0.001400 2022 2343
58 2000 1110 60 0.002750 753 1756
59 3317 1966 73 0.001175 62 936
60 1729 1498 87 0.002075 1078 1988
61 2408 1747 25 0.003875 2366 4138
62 3292 152 34 0.001400 1657 3934
63 193 1210 63 0.001175 1397 3271
64 782 1462 94 0.001400 165 3418
65 2503 352 75 0.003875 1395 2567
66 1697 1924 31 0.000725 394 3366
67 3821 147 18 0.002300 369 3577
68 3370 791 31 0.000725 1247 2570
69 3162 367 29 0.002525 933 3951
70 3938 516 54 0.003650 510 2166
71 2741 1583 14 0.001400 134 542
