TYPE: TOPSTPTW
NODES: 150
TOURS: 3
T_MAX: 4920
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 4920
2 2650 802 42 0.003200 1114 2574
3 1774 107 91 0.000725 1698 4382
4 1307 964 31 0.002975 1794 2516
5 3806 746 62 0.003200 1737 4178
6 2687 1353 90 0.000500 1286 1622
7 43 1957 30 0.000500 2162 3774
8 3092 1668 90 0.000500 1668 2480
9 185 1542 27 0.002075 1069 2325
10 834 629 33 0.001175 723 1982
11 40 462 62 0.000950 108 987
12 1183 1391 64 0.003650 1037 3714
13 2048 1628 86 0.004100 221 2080
14 1097 643 40 0.000500 1110 1658
15 1838 1732 70 0.002750 1191 4314
16 234 1118 12 0.003200 1953 1981
17 3314 1881 75 0.003875 952 2696
18 737 1285 52 0.000950 1065 3686
19 779 777 36 0.004100 1076 4312
20 2312 1949 41 0.000725 2156 4250
21 2576 189 75 0.001625 1524 2071
22 3078 1541 39 0.004775 2244 2789
23 2781 478 29 0.004775 228 2142
24 705 1812 97 0.004325 2230 4487
25 3409 1917 26 0.001850 1154 3414
26 323 1714 67 0.004325 297 1478
27 1660 1556 76 0.004100 2373 2761
28 3729 1188 67 0.004325 7 1095
29 693 1383 16 0.004100 1822 3460
30 2361 640 41 0.000725 354 2212
31 2433 1538 21 0.002975 191 2243
32 554 1825 49 0.004775 1894 4124
33 913 317 70 0.002750 1158 3564
34 3586 1909 15 0.003875 1091 1300
35 2636 727 43 0.001175 2137 4775
36 1000 457 27 0.004325 1855 1900
37 482 1337 29 0.004775 2408 4662
38 3704 1082 26 0.001850 1238 3051
39 3635 1174 49 0.002525 2078 3935
40 1362 1526 18 0.002300 218 513
41 2049 417 46 0.001850 402 3239
42 2552 1909 61 0.000725 730 2790
43 3939 640 89 0.004775 1942 2329
44 219 898 47 0.004325 1979 4456
45 812 351 93 0.001175 578 3532
46 901 1552 33 0.003425 1411 2521
47 2513 1572 45 0.001625 1224 3814
48 242 584 26 0.001850 1578 3872
49 826 1226 82 0.003200 1428 2229
50 3278 799 37 0.004325 286 1698
51 86 1065 81 0.002975 2180 4773
52 14 454 28 0.002300 358 1462
53 1327 1893 80 0.000500 2213 2222
54 2773 1286 19 0.004775 691 3356
55 2469 1838 87 0.002075 1928 2824
56 3835 963 38 0.004550 2276 3017
57 1031 428 29 0.004775 2223 4681
58 3853 1712 85 0.001625 664 3012
59 1868 197 95 0.001625 2404 2543
60 1544 863 77 0.002075 918 3153
61 457 1607 94 0.001400 1305 3866
62 3174 1064 18 0.004550 1489 2053
63 192 1004 36 0.004100 1191 2380
64 2318 1925 23 0.001175 1838 2168
65 2232 1374 16 0.001850 954 2785
66 396 828 64 0.001400 1860 2454
67 2365 1649 64 0.003650 2221 3188
68 2499 658 17 0.004325 1162 3175
69 1410 307 17 0.004325 1799 2361
70 2990 214 64 0.001400 947 3229
71 3646 1018 84 0.001400 1985 3414
72 3394 1028 22 0.000950 1503 1943
73 1779 90 79 0.002525 1150 1710
74 1058 372 90 0.002750 2130 4363
75 2933 1459 82 0.003200 1250 3623
76 3099 173 42 0.003200 1468 4671
77 2178 978 16 0.004100 1303 2427
78 138 1610 48 0.002300 544 3072
79 2082 1753 65 0.003875 1279 4013
80 2302 1127 19 0.002525 1017 1118
81 805 272 97 0.004325 971 3877
82 22 1617 29 0.004775 1675 1708
83 3213 1085 78 0.004550 1668 2662
84 99 536 15 0.003875 2238 4693
85 1533 1780 83 0.003425 2457 3523
86 3564 676 20 0.000500 543 2841
87 29 6 45 0.003875 1593 4331
88 3808 1375 63 0.001175 2120 2756
89 2221 291 92 0.003200 327 3307
90 3499 1885 84 0.001400 2057 3549
91 3124 408 32 0.003200 1068 3560
92 781 671 22 0.003200 1404 3656
93 1027 1041 98 0.002300 792 1808
94 3249 378 37 0.002075 2069 4617
95 3297 491 18 0.002300 1753 4599
96 213 220 83 0.003425 1805 4590
97 721 186 17 0.002075 1481 3256
98 3736 1542 68 0.004550 1205 2228
99 868 731 79 0.004775 226 658
100 960 303 13 0.001175 20 140
101 1380 939 79 0.004775 2373 3033
102 2848 96 74 0.001400 1225 3240
103 3510 1671 61 0.000725 205 849
104 457 334 81 0.002975 1954 3836
