TYPE: TOPSTPTW
NODES: 175
TOURS: 2
T_MAX: 7380
ID X Y PROFIT BETA windowStart windowEnd
1 1357 1905 0 0 0 7380
2 2650 802 42 0.003200 2687 3727
3 1774 107 91 0.000725 3504 5157
4 1307 964 31 0.002975 805 1825
5 3806 746 62 0.003200 328 4205
6 2687 1353 90 0.000500 3636 4500
7 43 1957 30 0.000500 1819 5351
8 3092 1668 90 0.000500 1392 3034
9 185 1542 27 0.002075 1938 5132
10 834 629 33 0.001175 803 3979
11 40 462 62 0.000950 336 2686
12 1183 1391 64 0.003650 1528 5868
13 2048 1628 86 0.004100 1633 3976
14 1097 643 40 0.000500 2579 6869
15 1838 1732 70 0.002750 3626 4053
16 234 1118 12 0.003200 2198 5779
17 3314 1881 75 0.003875 970 3335
18 737 1285 52 0.000950 2295 3730
19 779 777 36 0.004100 3452 3994
20 2312 1949 41 0.000725 177 4212
21 2576 189 75 0.001625 1084 2580
22 3078 1541 39 0.004775 2244 2644
23 2781 478 29 0.004775 2335 4706
24 705 1812 97 0.004325 3347 4613
25 3409 1917 26 0.001850 2181 4186
26 323 1714 67 0.004325 1325 5187
27 1660 1556 76 0.004100 288 4965
28 3729 1188 67 0.004325 1415 2199
29 693 1383 16 0.004100 1543 2146
30 2361 640 41 0.000725 3332 4211
31 2433 1538 21 0.002975 1985 3575
32 554 1825 49 0.004775 1374 3714
33 913 317 70 0.002750 895 4677
34 3586 1909 15 0.003875 351 3863
35 2636 727 43 0.001175 2621 3241
36 1000 457 27 0.004325 639 4076
37 482 1337 29 0.004775 3053 6365
38 3704 1082 26 0.001850 2685 5540
39 3635 1174 49 0.002525 910 2836
40 1362 1526 18 0.002300 1731 6420
41 2049 417 46 0.001850 2162 5126
42 2552 1909 61 0.000725 2429 6265
43 3939 640 89 0.004775 1257 1666
44 219 898 47 0.004325 979 2300
45 812 351 93 0.001175 3289 4519
46 901 1552 33 0.003425 3278 6028
47 2513 1572 45 0.001625 476 4949
48 242 584 26 0.001850 502 4703
49 826 1226 82 0.003200 1580 1857
50 3278 799 37 0.004325 350 5166
51 86 1065 81 0.002975 451 3099
52 14 454 28 0.002300 1898 2440
53 1327 1893 80 0.000500 1536 5678
54 2773 1286 19 0.004775 2169 4323
55 2469 1838 87 0.002075 884 4222
56 3835 963 38 0.004550 1768 1910
57 1031 428 29 0.004775 1451 4936
58 3853 1712 85 0.001625 3569 3984
59 1868 197 95 0.001625 2758 5073
60 1544 863 77 0.002075 3454 5433
61 457 1607 94 0.001400 3226 4264
62 3174 1064 18 0.004550 252 3409
63 192 1004 36 0.004100 2386 3033
64 2318 1925 23 0.001175 1155 3843
65 2232 1374 16 0.001850 1104 4296
66 396 828 64 0.001400 905 2006
67 2365 1649 64 0.003650 373 1721
68 2499 658 17 0.004325 1511 2809
69 1410 307 17 0.004325 747 3028
70 2990 214 64 0.001400 2829 3019
71 3646 1018 84 0.001400 2869 3933
72 3394 1028 22 0.000950 3575 5639
73 1779 90 79 0.002525 299 1238
74 1058 372 90 0.002750 234 2130
75 2933 1459 82 0.003200 3345 3993
76 3099 173 42 0.003200 958 2840
77 2178 978 16 0.004100 2359 3764
78 138 1610 48 0.002300 75 2095
79 2082 1753 65 0.003875 1704 1931
80 2302 1127 19 0.002525 3435 6828
81 805 272 97 0.004325 3156 6254
82 22 1617 29 0.004775 2333 5826
83 3213 1085 78 0.004550 3132 6964
84 99 536 15 0.003875 3134 5544
85 1533 1780 83 0.003425 1942 3058
86 3564 676 20 0.000500 2014 3215
87 29 6 45 0.003875 1447 3595
88 3808 1375 63 0.001175 2920 4716
89 2221 291 92 0.003200 3083 5514
90 3499 1885 84 0.001400 697 5495
91 3124 408 32 0.003200 3317 4744
92 781 671 22 0.003200 79 4456
93 1027 1041 98 0.002300 1341 2975
94 3249 378 37 0.002075 834 2299
95 3297 491 18 0.002300 720 1250
96 213 220 83 0.003425 3383 4919
97 721 186 17 0.002075 3591 4607
98 3736 1542 68 0.004550 1636 4296
99 868 731 79 0.004775 2182 2981
100 960 303 13 0.001175 48 3633
101 1380 939 79 0.004775 3286 4007
102 2848 96 74 0.001400 125 1978
103 3510 1671 61 0.000725 1174 5392
104 457 334 81 0.002975 2581 3380
105 3888 666 64 0.003650 2791 3267
106 984 965 69 0.002525 893 1090
107 2721 1482 73 0.001175 211 3445
108 1286 525 21 0.002975 3568 6617
109 2716 1432 18 0.002300 3202 6054
110 738 1325 93 0.001175 121 2463
111 1251 1832 33 0.001175 1571 4403
112 2728 1698 26 0.001850 1106 4561
113 3815 169 34 0.001400 2808 6090
114 3683 1533 96 0.004100 1871 4603
115 1247 1945 52 0.003200 1412 2890
116 123 862 95 0.001625 3044 3281
117 1234 1946 40 0.000500 3037 4182
118 252 1240 62 0.003200 2397 6034
119 611 673 34 0.001400 2962 5212
120 2576 1676 32 0.003200 3338 4985
121 928 1700 28 0.002300 839 1609
122 53 857 20 0.002750 1287 5503
