TYPE: TOPSTPTW
NODES: 15
TOURS: 1
T_MAX: 12500
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 12500
2 2848 96 74 0.001400 1258 1780
3 3510 1671 61 0.000725 5933 9762
4 457 334 81 0.002975 5056 11581
5 3888 666 64 0.003650 2454 7048
6 984 965 69 0.002525 5746 6030
7 2721 1482 73 0.001175 1730 2996
8 1286 525 21 0.002975 2304 6235
9 2716 1432 18 0.002300 1082 8047
10 738 1325 93 0.001175 4418 5772
11 1251 1832 33 0.001175 114 975
12 2728 1698 26 0.001850 5928 7312
13 3815 169 34 0.001400 3965 10128
14 3683 1533 96 0.004100 3024 6637
15 1247 1945 52 0.003200 2895 7208
