TYPE: TOPSTPTW
NODES: 15
TOURS: 3
T_MAX: 5000
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 5000
2 2848 96 74 0.001400 1271 3614
3 3510 1671 61 0.000725 1711 2911
4 457 334 81 0.002975 1985 4469
5 3888 666 64 0.003650 2065 3416
6 984 965 69 0.002525 913 1944
7 2721 1482 73 0.001175 792 3065
8 1286 525 21 0.002975 61 3360
9 2716 1432 18 0.002300 1868 2664
10 738 1325 93 0.001175 1038 3623
11 1251 1832 33 0.001175 488 1604
12 2728 1698 26 0.001850 204 1432
13 3815 169 34 0.001400 2385 3691
14 3683 1533 96 0.004100 957 2955
15 1247 1945 52 0.003200 41 1016
