TYPE: TOPSTPTW
NODES: 15
TOURS: 2
T_MAX: 7000
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 7000
2 556 1056 92 0.003200 1332 2002
3 3675 1522 77 0.004325 481 629
4 1182 1853 75 0.003875 647 1475
5 3595 111 26 0.001850 21 464
6 962 1895 77 0.004325 1668 2614
7 2030 1186 76 0.004100 1114 2215
8 3507 1851 58 0.004550 2492 3926
9 2642 1269 51 0.002975 2493 3463
10 3438 901 29 0.004775 2967 3582
11 3858 1472 30 0.002750 1722 2415
12 2937 1568 15 0.001625 1799 2336
13 376 1018 54 0.003650 3078 3914
14 839 1355 44 0.003650 2881 4128
15 706 1925 31 0.002975 548 1197
