TYPE: TOPSTPTW
NODES: 15
TOURS: 1
T_MAX: 10000
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 10000
2 556 1056 92 0.003200 3258 6789
3 3675 1522 77 0.004325 2064 4430
4 1182 1853 75 0.003875 2552 8179
5 3595 111 26 0.001850 1385 1556
6 962 1895 77 0.004325 717 816
7 2030 1186 76 0.004100 1263 2967
8 3507 1851 58 0.004550 3157 8203
9 2642 1269 51 0.002975 2987 8050
10 3438 901 29 0.004775 1062 4228
11 3858 1472 30 0.002750 2920 4193
12 2937 1568 15 0.001625 3439 8399
13 376 1018 54 0.003650 4283 6425
14 839 1355 44 0.003650 4267 6024
15 706 1925 31 0.002975 691 4809
