TYPE: TOPSTPTW
NODES: 15
TOURS: 2
T_MAX: 7000
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 7000
2 2848 96 74 0.001400 1332 2002
3 3510 1671 61 0.000725 481 629
4 457 334 81 0.002975 647 1475
5 3888 666 64 0.003650 21 464
6 984 965 69 0.002525 1668 2614
7 2721 1482 73 0.001175 1114 2215
8 1286 525 21 0.002975 2492 3926
9 2716 1432 18 0.002300 2493 3463
10 738 1325 93 0.001175 2967 3582
11 1251 1832 33 0.001175 1722 2415
12 2728 1698 26 0.001850 1799 2336
13 3815 169 34 0.001400 3078 3914
14 3683 1533 96 0.004100 2881 4128
15 1247 1945 52 0.003200 548 1197
