TYPE: TOPSTPTW
NODES: 15
TOURS: 2
T_MAX: 5000
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 5000
2 2848 96 74 0.001400 542 2916
3 3510 1671 61 0.000725 1101 2537
4 457 334 81 0.002975 227 1876
5 3888 666 64 0.003650 773 2074
6 984 965 69 0.002525 1678 4077
7 2721 1482 73 0.001175 47 944
8 1286 525 21 0.002975 1014 2150
9 2716 1432 18 0.002300 2440 2522
10 738 1325 93 0.001175 600 3475
11 1251 1832 33 0.001175 2485 4531
12 2728 1698 26 0.001850 1432 3511
13 3815 169 34 0.001400 1672 3727
14 3683 1533 96 0.004100 2030 3678
15 1247 1945 52 0.003200 919 3122
