TYPE: TOPSTPTW
NODES: 15
TOURS: 1
T_MAX: 5000
ID X Y PROFIT BETA windowStart windowEnd
1 1380 939 0 0 0 5000
2 2848 96 74 0.001400 2441 4223
3 3510 1671 61 0.000725 885 4042
4 457 334 81 0.002975 560 1926
5 3888 666 64 0.003650 2307 2520
6 984 965 69 0.002525 2365 2760
7 2721 1482 73 0.001175 2148 3970
8 1286 525 21 0.002975 835 2949
9 2716 1432 18 0.002300 2399 2927
10 738 1325 93 0.001175 555 2960
11 1251 1832 33 0.001175 1896 3369
12 2728 1698 26 0.001850 561 788
13 3815 169 34 0.001400 2094 4105
14 3683 1533 96 0.004100 87 3150
15 1247 1945 52 0.003200 870 3448
