TYPE: TOPSTPTW
NODES: 15
TOURS: 3
T_MAX: 7000
ID X Y PROFIT BETA windowStart windowEnd
1 3140 1401 0 0 0 7000
2 556 1056 92 0.003200 2855 5227
3 3675 1522 77 0.004325 3251 5812
4 1182 1853 75 0.003875 2136 5171
5 3595 111 26 0.001850 532 925
6 962 1895 77 0.004325 3085 4506
7 2030 1186 76 0.004100 1080 3707
8 3507 1851 58 0.004550 1807 4067
9 2642 1269 51 0.002975 139 1488
10 3438 901 29 0.004775 355 1657
11 3858 1472 30 0.002750 3206 5544
12 2937 1568 15 0.001625 3180 3643
13 376 1018 54 0.003650 1629 5052
14 839 1355 44 0.003650 574 2272
15 706 1925 31 0.002975 716 5190
